,Unnamed: 0,Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $,Dates,Time,Year,Month,DateAPIFormat,dateJoinFormat,date_time,wind_gust_set_1,weather_condition_set_1d,pressure_set_1d,cloud_layer_1_code_set_1,wind_speed_set_1,relative_humidity_set_1,peak_wind_speed_set_1,air_temp_set_1,wind_direction_set_1
3761,3846,2022-09-25 07:00:00,25,7.0,$41.14,$37.96,6.73,$0.00,10424.24,72.0,0.0,6.11,5.64,3.18,3.18,0.08380000000000001,"$1,114.39",2022-09-25,07:00:00,2022,9,20220925,09/25/2022 07:00:00,2022-09-25 07:00:00-07:00,,,101197.6,0,0.0,94.2,,25.0,0.0
3762,3848,2022-10-28 22:00:00,28,22.0,$41.18,$45.97,5.3,$0.00,10303.31,62.1,10.4,7.77,8.67,-4.79,-4.79,-0.1042,$983.83,2022-10-28,22:00:00,2022,10,20221028,10/28/2022 22:00:00,2022-10-28 22:00:00-07:00,,,101265.11,0,4.116,87.94,,16.0,310.0
3763,3849,2022-03-21 18:00:00,21,18.0,$41.18,$39.72,4.87,$0.00,11929.48,72.0,21.9,8.46,8.16,1.46,1.46,0.0368,-$15.05,2022-03-21,18:00:00,2022,3,20220321,03/21/2022 18:00:00,2022-03-21 18:00:00-07:00,13.89,,100252.46,0,9.26,88.54,,23.0,150.0
3764,3850,2022-09-21 05:00:00,21,5.0,$41.19,$41.90,7.95,$0.00,11096.99,73.0,0.0,5.18,5.27,-0.72,-0.72,-0.0171,"$3,206.55",2022-09-21,05:00:00,2022,9,20220921,09/21/2022 05:00:00,2022-09-21 05:00:00-07:00,,,101298.87,0,0.0,100.0,,22.0,0.0
3765,3851,2022-10-23 21:00:00,23,21.0,$41.20,$38.77,4.43,$0.00,13000.59,75.9,12.7,9.3,8.75,2.43,2.43,0.0626,"$1,395.33",2022-10-23,21:00:00,2022,10,20221023,10/23/2022 21:00:00,2022-10-23 21:00:00-07:00,,,100995.07,0,5.144,73.67,,24.0,170.0
3766,3852,2022-04-25 02:00:00,25,2.0,$41.21,$43.81,6.55,$0.00,11060.19,75.9,8.1,6.29,6.69,-2.61,-2.61,-0.059500000000000004,"-$3,478.60",2022-04-25,02:00:00,2022,4,20220425,04/25/2022 02:00:00,2022-04-25 02:00:00-07:00,9.774,,100927.56,0,7.202,83.37,,24.0,150.0
3767,3853,2022-08-04 05:00:00,4,5.0,$41.22,$48.69,7.83,$0.00,12508.58,81.0,4.6,5.26,6.22,-7.47,-7.47,-0.1534,"$13,230.55",2022-08-04,05:00:00,2022,8,20220804,08/04/2022 05:00:00,2022-08-04 05:00:00-07:00,,,101096.34,0,1.543,88.78,,26.0,190.0
3768,3854,2022-11-22 21:00:00,22,21.0,$41.24,$43.81,6.26,$0.00,10883.28,54.0,8.1,6.59,7.0,-2.57,-2.57,-0.0587,"-$1,571.49",2022-11-22,21:00:00,2022,11,20221122,11/22/2022 21:00:00,2022-11-22 21:00:00-08:00,,,102108.99,0,0.0,87.28,,9.0,0.0
3769,3855,2022-10-03 05:00:00,3,5.0,$41.25,$30.91,6.29,$0.00,8900.87,61.0,0.0,6.56,4.91,10.34,10.34,0.3344,"$1,270.41",2022-10-03,05:00:00,2022,10,20221003,10/03/2022 05:00:00,2022-10-03 05:00:00-07:00,,,101703.93,0,0.0,67.57,,16.0,0.0
3770,3856,2022-10-21 19:00:00,21,19.0,$41.27,$63.65,5.05,$0.00,12706.68,78.1,10.4,8.17,12.6,-22.38,-22.38,-0.35159999999999997,"$1,536.08",2022-10-21,19:00:00,2022,10,20221021,10/21/2022 19:00:00,2022-10-21 19:00:00-07:00,8.231,,101231.36,0,4.63,60.51,,22.0,180.0
3771,3857,2022-10-18 18:00:00,18,18.0,$41.27,$56.12,6.02,$0.00,10379.51,66.0,11.5,6.86,9.32,-14.85,-14.85,-0.2646,"$2,359.79",2022-10-18,18:00:00,2022,10,20221018,10/18/2022 18:00:00,2022-10-18 18:00:00-07:00,,,101973.97,0,3.087,31.28,,16.0,330.0
3772,3858,2022-12-30 04:00:00,30,4.0,$41.27,$25.49,3.7,$0.00,7837.38,63.0,6.9,11.15,6.89,15.78,15.78,0.6191,"-$9,653.78",2022-12-30,04:00:00,2022,12,20221230,12/30/2022 04:00:00,2022-12-30 04:00:00-08:00,,,100995.07,0,3.601,100.0,,17.0,340.0
3773,3859,2022-04-30 08:00:00,30,8.0,$41.28,$52.53,6.79,$0.00,10884.4,75.0,3.5,6.08,7.74,-11.25,-11.25,-0.21420000000000003,"-$5,855.96",2022-04-30,08:00:00,2022,4,20220430,04/30/2022 08:00:00,2022-04-30 08:00:00-07:00,,,100860.05,0,4.63,74.02,,26.0,170.0
3774,3860,2022-10-31 13:00:00,31,13.0,$41.29,$42.87,4.95,$0.00,11059.11,75.0,5.8,8.34,8.66,-1.59,-1.59,-0.037000000000000005,$831.63,2022-10-31,13:00:00,2022,10,20221031,10/31/2022 13:00:00,2022-10-31 13:00:00-07:00,,,101231.36,0,3.087,39.11,,26.0,120.0
3775,3861,2022-09-19 04:00:00,19,4.0,$41.29,$45.43,8.07,$0.00,11496.76,73.9,3.5,5.12,5.63,-4.14,-4.14,-0.0911,"$4,050.67",2022-09-19,04:00:00,2022,9,20220919,09/19/2022 04:00:00,2022-09-19 04:00:00-07:00,,,101231.36,0,1.543,100.0,,23.0,360.0
3776,3862,2022-11-18 09:00:00,18,9.0,$41.30,$53.92,6.19,$0.00,11244.14,50.0,11.5,6.67,8.71,-12.62,-12.62,-0.2341,"-$1,282.92",2022-11-18,09:00:00,2022,11,20221118,11/18/2022 09:00:00,2022-11-18 09:00:00-08:00,,,102446.54,0,4.116,40.54,,12.0,110.0
3777,3863,2022-12-17 11:00:00,17,11.0,$41.31,$40.74,6.59,$0.00,11253.16,50.0,6.9,6.27,6.18,0.57,0.57,0.0139,"-$1,471.62",2022-12-17,11:00:00,2022,12,20221217,12/17/2022 11:00:00,2022-12-17 11:00:00-08:00,,,101872.7,0,3.601,32.75,,13.0,340.0
3778,3864,2022-10-18 11:00:00,18,11.0,$41.31,$47.56,6.02,$0.00,10117.67,57.0,11.5,6.86,7.9,-6.25,-6.25,-0.1315,"$2,435.17",2022-10-18,11:00:00,2022,10,20221018,10/18/2022 11:00:00,2022-10-18 11:00:00-07:00,,,102041.48,0,8.231,31.58,,17.0,360.0
3779,3865,2022-10-23 16:00:00,23,16.0,$41.31,$54.72,4.43,$0.00,13941.73,84.9,18.4,9.33,12.35,-13.41,-13.41,-0.2451,"$1,444.62",2022-10-23,16:00:00,2022,10,20221023,10/23/2022 16:00:00,2022-10-23 16:00:00-07:00,,,100826.3,0,9.26,51.05,,27.0,160.0
3780,3866,2022-12-29 20:00:00,29,20.0,$41.32,$32.96,4.12,$0.00,10148.14,66.9,13.8,10.03,8.0,8.36,8.36,0.2536,"-$9,734.97",2022-12-29,20:00:00,2022,12,20221229,12/29/2022 20:00:00,2022-12-29 20:00:00-08:00,,light rain,100995.07,0,5.659,100.0,,19.0,150.0
3781,3867,2022-05-15 11:00:00,15,11.0,$41.32,$56.66,7.7,$0.00,13675.14,84.0,6.9,5.37,7.36,-15.34,-15.34,-0.2707,"$11,688.19",2022-05-15,11:00:00,2022,5,20220515,05/15/2022 11:00:00,2022-05-15 11:00:00-07:00,,,101163.85,0,3.087,48.96,,31.0,210.0
3782,3869,2022-10-22 01:00:00,22,1.0,$41.34,$21.36,4.43,$0.00,9753.25,68.0,4.6,9.33,4.82,19.98,19.98,0.9355,"$1,570.62",2022-10-22,01:00:00,2022,10,20221022,10/22/2022 01:00:00,2022-10-22 01:00:00-07:00,,,101130.09,0,2.058,72.78,,19.0,180.0
3783,3870,2022-05-24 02:00:00,24,2.0,$41.35,$53.37,8.15,$0.00,11471.0,71.1,12.7,5.07,6.55,-12.03,-12.03,-0.2253,"$4,171.89",2022-05-24,02:00:00,2022,5,20220524,05/24/2022 02:00:00,2022-05-24 02:00:00-07:00,,,100657.52,0,3.087,88.46,,22.0,130.0
3784,3871,2022-07-12 02:00:00,12,2.0,$41.35,$42.41,6.76,$0.00,14216.04,85.0,8.0,6.12,6.27,-1.06,-1.06,-0.024900000000000002,"-$3,813.01",2022-07-12,02:00:00,2022,7,20220712,07/12/2022 02:00:00,2022-07-12 02:00:00-07:00,,,100758.79,0,1.543,83.83,,28.0,190.0
3785,3872,2022-12-11 05:00:00,11,5.0,$41.37,$33.21,5.0,$0.00,9158.83,64.9,4.6,8.27,6.64,8.16,8.16,0.24559999999999998,-$683.05,2022-12-11,05:00:00,2022,12,20221211,12/11/2022 05:00:00,2022-12-11 05:00:00-08:00,,"rain,mist",101433.89,0,4.63,100.0,,18.0,120.0
3786,3873,2022-03-25 15:00:00,25,15.0,$41.37,$42.92,5.17,$0.00,11501.37,81.0,4.6,8.0,8.3,-1.55,-1.55,-0.0361,"-$1,454.84",2022-03-25,15:00:00,2022,3,20220325,03/25/2022 15:00:00,2022-03-25 15:00:00-07:00,,,101433.89,0,3.601,12.99,,28.0,320.0
3787,3874,2022-06-22 03:00:00,22,3.0,$41.39,$41.51,6.62,$0.00,12751.12,78.1,0.0,6.25,6.27,-0.12,-0.12,-0.0028000000000000004,"$1,641.39",2022-06-22,03:00:00,2022,6,20220622,06/22/2022 03:00:00,2022-06-22 03:00:00-07:00,,,101568.91,0,0.0,88.7,,25.0,0.0
3788,3875,2022-12-08 23:00:00,8,23.0,$41.40,$37.76,4.53,$0.00,11287.68,69.1,0.0,9.14,8.34,3.64,3.64,0.0964,"-$1,295.31",2022-12-08,23:00:00,2022,12,20221208,12/08/2022 23:00:00,2022-12-08 23:00:00-08:00,,mist,101703.93,0,1.543,100.0,,20.0,170.0
3789,3877,2022-07-18 02:00:00,18,2.0,$41.45,$43.26,6.61,$0.00,13409.85,82.0,4.6,6.27,6.54,-1.82,-1.82,-0.042,"$17,500.36",2022-07-18,02:00:00,2022,7,20220718,07/18/2022 02:00:00,2022-07-18 02:00:00-07:00,,,101096.34,0,2.572,83.71,,27.0,200.0
3790,3878,2022-12-26 21:00:00,26,21.0,$41.45,$49.84,6.56,$0.00,10189.21,46.9,4.6,6.32,7.6,-8.39,-8.39,-0.16829999999999998,"-$9,145.79",2022-12-26,21:00:00,2022,12,20221226,12/26/2022 21:00:00,2022-12-26 21:00:00-08:00,,,102345.27,0,1.543,48.93,,7.0,310.0
3791,3879,2022-07-20 02:00:00,20,2.0,$41.46,$44.32,7.39,$0.00,13666.52,82.9,9.2,5.61,6.0,-2.87,-2.87,-0.0646,"$14,371.18",2022-07-20,02:00:00,2022,7,20220720,07/20/2022 02:00:00,2022-07-20 02:00:00-07:00,,,100995.07,0,4.116,78.97,,28.0,190.0
3792,3880,2022-12-10 02:00:00,10,2.0,$41.46,$39.23,5.0,$0.00,9596.67,70.0,4.6,8.29,7.85,2.23,2.23,0.0567,-$956.14,2022-12-10,02:00:00,2022,12,20221210,12/10/2022 02:00:00,2022-12-10 02:00:00-08:00,,mist,101501.4,0,3.087,100.0,,20.0,140.0
3793,3881,2022-12-03 23:00:00,3,23.0,$41.47,$51.65,4.82,$0.00,9786.25,64.0,5.0,8.6,10.72,-10.18,-10.18,-0.19699999999999998,"-$1,051.98",2022-12-03,23:00:00,2022,12,20221203,12/03/2022 23:00:00,2022-12-03 23:00:00-08:00,,,102244.01,0,3.087,67.57,,16.0,340.0
3794,3882,2022-10-19 09:00:00,19,9.0,$41.48,$54.52,6.0,$0.00,10079.64,48.9,4.6,6.91,9.09,-13.05,-13.05,-0.23929999999999998,"$2,126.83",2022-10-19,09:00:00,2022,10,20221019,10/19/2022 09:00:00,2022-10-19 09:00:00-07:00,,,102514.05,0,2.058,30.39,,13.0,80.0
3795,3883,2022-11-30 05:00:00,30,5.0,$41.48,$50.06,6.03,$0.00,8889.87,55.0,16.1,6.88,8.3,-8.58,-8.58,-0.17129999999999998,"-$1,793.86",2022-11-30,05:00:00,2022,11,20221130,11/30/2022 05:00:00,2022-11-30 05:00:00-08:00,,,101906.46,0,7.717,61.76,,10.0,350.0
3796,3884,2022-03-20 08:00:00,20,8.0,$41.49,$34.32,4.87,$0.00,9490.37,45.0,0.0,8.52,7.05,7.17,7.17,0.20879999999999999,-$114.67,2022-03-20,08:00:00,2022,3,20220320,03/20/2022 08:00:00,2022-03-20 08:00:00-07:00,,,102176.5,0,2.058,59.3,,17.0,120.0
3797,3885,2022-09-11 10:00:00,11,10.0,$41.50,$51.38,8.15,$0.00,12183.42,84.9,8.1,5.09,6.3,-9.89,-9.89,-0.1924,"$4,609.76",2022-09-11,10:00:00,2022,9,20220911,09/11/2022 10:00:00,2022-09-11 10:00:00-07:00,,,101535.15,0,4.116,49.23,,32.0,330.0
3798,3886,2022-12-10 14:00:00,10,14.0,$41.50,$41.13,5.0,$0.00,12343.7,80.1,4.6,8.3,8.23,0.37,0.37,0.009000000000000001,-$784.59,2022-12-10,14:00:00,2022,12,20221210,12/10/2022 14:00:00,2022-12-10 14:00:00-08:00,,,101265.11,0,4.116,73.85,,25.0,170.0
3799,3887,2022-07-17 02:00:00,17,2.0,$41.50,$44.57,6.61,$0.00,12958.36,81.0,5.8,6.28,6.74,-3.07,-3.07,-0.0688,"$14,933.13",2022-07-17,02:00:00,2022,7,20220717,07/17/2022 02:00:00,2022-07-17 02:00:00-07:00,,,101163.85,0,0.0,83.71,,27.0,0.0
3800,3888,2022-04-14 02:00:00,14,2.0,$41.51,$57.58,6.7,$0.00,9885.89,64.9,11.5,6.2,8.59,-16.07,-16.07,-0.2791,"-$1,018.93",2022-04-14,02:00:00,2022,4,20220414,04/14/2022 02:00:00,2022-04-14 02:00:00-07:00,,,101096.34,0,6.688,51.76,,17.0,50.0
3801,3889,2022-12-16 16:00:00,16,16.0,$41.51,$38.12,6.74,$0.00,10305.91,59.0,16.1,6.16,5.66,3.39,3.39,0.0889,"-$1,595.81",2022-12-16,16:00:00,2022,12,20221216,12/16/2022 16:00:00,2022-12-16 16:00:00-08:00,,,101433.89,0,7.717,93.45,,9.0,360.0
3802,3890,2022-12-21 10:00:00,21,10.0,$41.51,$39.31,5.26,$0.00,11794.06,43.0,0.0,7.89,7.47,2.2,2.2,0.0559,"-$1,767.94",2022-12-21,10:00:00,2022,12,20221221,12/21/2022 10:00:00,2022-12-21 10:00:00-08:00,,,102041.48,0,0.0,71.08,,10.0,0.0
3803,3891,2022-04-03 20:00:00,3,20.0,$41.53,$99.32,5.47,$0.00,11994.17,70.0,11.5,7.59,18.16,-57.79,-57.79,-0.5819,"-$1,894.26",2022-04-03,20:00:00,2022,4,20220403,04/03/2022 20:00:00,2022-04-03 20:00:00-07:00,,,100893.81,0,4.116,82.65,,18.0,120.0
3804,3892,2023-01-31 09:00:00,31,9.0,$41.56,$127.38,2.81,$0.00,12668.59,39.9,9.2,14.79,45.33,-85.82,-85.82,-0.6737000000000001,"-$10,920.64",2023-01-31,09:00:00,2023,1,20230131,01/31/2023 09:00:00,2023-01-31 09:00:00-08:00,,mist,102176.5,0,5.144,93.3,,6.0,340.0
3805,3893,2022-08-03 03:00:00,3,3.0,$41.59,$47.91,7.98,$0.00,13189.59,82.0,5.8,5.21,6.0,-6.32,-6.32,-0.1319,"$12,585.21",2022-08-03,03:00:00,2022,8,20220803,08/03/2022 03:00:00,2022-08-03 03:00:00-07:00,,,101096.34,0,2.572,83.71,,27.0,190.0
3806,3894,2022-07-09 07:00:00,9,7.0,$41.60,$39.03,6.39,$0.00,12222.23,81.0,3.5,6.51,6.11,2.57,2.57,0.0658,"-$2,876.07",2022-07-09,07:00:00,2022,7,20220709,07/09/2022 07:00:00,2022-07-09 07:00:00-07:00,,,101535.15,0,5.659,74.52,,29.0,250.0
3807,3895,2022-04-05 11:00:00,5,11.0,$41.61,$38.11,5.66,$0.00,11729.44,79.0,8.1,7.35,6.73,3.5,3.5,0.09179999999999999,-$788.80,2022-04-05,11:00:00,2022,4,20220405,04/05/2022 11:00:00,2022-04-05 11:00:00-07:00,,,100117.44,0,3.087,62.13,,29.0,210.0
3808,3896,2022-09-21 04:00:00,21,4.0,$41.61,$41.73,7.95,$0.00,11126.09,76.0,0.0,5.23,5.25,-0.12,-0.12,-0.0029,"$3,207.26",2022-09-21,04:00:00,2022,9,20220921,09/21/2022 04:00:00,2022-09-21 04:00:00-07:00,,,101265.11,0,0.0,100.0,,22.0,0.0
3809,3897,2022-03-28 23:00:00,28,23.0,$41.62,$37.80,5.49,$0.00,11294.04,70.0,11.5,7.58,6.89,3.82,3.82,0.10099999999999999,"-$1,335.37",2022-03-28,23:00:00,2022,3,20220328,03/28/2022 23:00:00,2022-03-28 23:00:00-07:00,8.746,,101197.6,0,6.173,83.13,,22.0,160.0
3810,3898,2022-12-01 16:00:00,1,16.0,$41.63,$36.30,6.8,$0.00,10370.65,59.0,9.2,6.12,5.34,5.33,5.33,0.14679999999999999,"-$1,676.51",2022-12-01,16:00:00,2022,12,20221201,12/01/2022 16:00:00,2022-12-01 16:00:00-08:00,,,102108.99,0,3.601,66.93,,13.0,60.0
3811,3899,2023-02-25 20:00:00,25,20.0,$41.64,$25.63,2.35,$0.00,11914.82,71.1,11.5,17.72,10.91,16.01,16.01,0.6245,"-$13,420.40",2023-02-25,20:00:00,2023,2,20230225,02/25/2023 20:00:00,2023-02-25 20:00:00-08:00,,mist,101737.68,0,4.63,94.03,,21.0,140.0
3812,3900,2022-03-31 18:00:00,31,18.0,$41.64,$45.07,5.34,$0.00,12267.09,75.9,5.8,7.8,8.44,-3.43,-3.43,-0.0762,"-$1,523.89",2022-03-31,18:00:00,2022,3,20220331,03/31/2022 18:00:00,2022-03-31 18:00:00-07:00,,,100860.05,0,3.087,30.53,,21.0,360.0
3813,3901,2022-07-11 04:00:00,11,4.0,$41.65,$38.17,6.39,$0.00,13539.0,84.0,3.5,6.52,5.97,3.48,3.48,0.09119999999999999,"$4,296.97",2022-07-11,04:00:00,2022,7,20220711,07/11/2022 04:00:00,2022-07-11 04:00:00-07:00,,,100826.3,0,1.543,78.97,,28.0,210.0
3814,3902,2022-05-31 04:00:00,31,4.0,$41.66,$19.44,8.27,$0.00,12716.41,79.0,8.1,5.04,2.35,22.22,22.22,1.1427,"$8,660.70",2022-05-31,04:00:00,2022,5,20220531,05/31/2022 04:00:00,2022-05-31 04:00:00-07:00,,,100792.54,0,4.63,83.6,,26.0,160.0
3815,3903,2022-10-07 04:00:00,7,4.0,$41.67,$44.33,6.91,$0.00,9189.8,64.9,0.0,6.03,6.42,-2.66,-2.66,-0.0601,"$1,755.33",2022-10-07,04:00:00,2022,10,20221007,10/07/2022 04:00:00,2022-10-07 04:00:00-07:00,,,101805.19,0,0.0,93.89,,18.0,0.0
3816,3904,2022-03-25 17:00:00,25,17.0,$41.69,$44.89,5.17,$0.00,11910.8,84.0,8.1,8.06,8.68,-3.2,-3.2,-0.0713,"-$1,458.75",2022-03-25,17:00:00,2022,3,20220325,03/25/2022 17:00:00,2022-03-25 17:00:00-07:00,,,101433.89,0,1.543,16.94,,26.0,340.0
3817,3905,2022-11-26 22:00:00,26,22.0,$41.69,$42.39,6.46,$0.00,9730.36,53.1,3.5,6.45,6.56,-0.7,-0.7,-0.0165,"-$1,571.28",2022-11-26,22:00:00,2022,11,20221126,11/26/2022 22:00:00,2022-11-26 22:00:00-08:00,,,100792.54,0,2.572,76.35,,11.0,190.0
3818,3907,2022-07-09 04:00:00,9,4.0,$41.69,$37.07,6.39,$0.00,12576.27,81.0,5.8,6.52,5.8,4.62,4.62,0.1247,"-$2,894.50",2022-07-09,04:00:00,2022,7,20220709,07/09/2022 04:00:00,2022-07-09 04:00:00-07:00,,,101400.13,0,3.087,83.71,,27.0,220.0
3819,3908,2022-04-04 12:00:00,4,12.0,$41.70,$49.58,5.47,$0.00,12171.34,75.0,12.7,7.62,9.06,-7.88,-7.88,-0.159,"-$1,963.20",2022-04-04,12:00:00,2022,4,20220404,04/04/2022 12:00:00,2022-04-04 12:00:00-07:00,,,100623.77,0,5.659,73.67,,24.0,130.0
3820,3909,2022-07-15 05:00:00,15,5.0,$41.71,$41.06,6.86,$0.00,11358.3,75.9,5.8,6.08,5.99,0.65,0.65,0.0159,"$17,510.13",2022-07-15,05:00:00,2022,7,20220715,07/15/2022 05:00:00,2022-07-15 05:00:00-07:00,,,101433.89,0,2.058,94.16,,24.0,30.0
3821,3910,2022-12-19 12:00:00,19,12.0,$41.72,$38.09,6.59,$0.00,12051.09,43.0,19.6,6.33,5.78,3.63,3.63,0.09519999999999999,"-$1,811.56",2022-12-19,12:00:00,2022,12,20221219,12/19/2022 12:00:00,2022-12-19 12:00:00-08:00,,,101467.64,0,7.202,93.35,,7.0,70.0
3822,3911,2022-05-13 07:00:00,13,7.0,$41.72,$51.36,7.31,$0.00,11711.2,69.1,3.5,5.71,7.03,-9.64,-9.64,-0.1877,"$6,613.83",2022-05-13,07:00:00,2022,5,20220513,05/13/2022 07:00:00,2022-05-13 07:00:00-07:00,,,101062.58,0,2.572,74.02,,26.0,190.0
3823,3912,2022-11-23 20:00:00,23,20.0,$41.73,$41.82,6.18,$0.00,10380.55,63.0,10.4,6.75,6.77,-0.09,-0.09,-0.0022,"-$1,376.34",2022-11-23,20:00:00,2022,11,20221123,11/23/2022 20:00:00,2022-11-23 20:00:00-08:00,,,101332.62,0,3.601,93.84,,17.0,130.0
3824,3913,2023-03-06 18:00:00,6,18.0,$41.73,$67.88,2.67,$0.00,13590.13,77.0,10.4,15.63,25.42,-26.15,-26.15,-0.38520000000000004,"-$13,545.59",2023-03-06,18:00:00,2023,3,20230306,03/06/2023 18:00:00,2023-03-06 18:00:00-08:00,,,101197.6,0,3.087,88.54,,23.0,160.0
3825,3914,2022-12-13 15:00:00,13,15.0,$41.74,$43.55,6.72,$0.00,12664.79,73.9,10.4,6.21,6.48,-1.81,-1.81,-0.0415,-$980.16,2022-12-13,15:00:00,2022,12,20221213,12/13/2022 15:00:00,2022-12-13 15:00:00-08:00,,,100184.95,0,5.144,83.37,,24.0,180.0
3826,3915,2022-12-04 20:00:00,4,20.0,$41.77,$36.64,4.82,$0.00,10704.67,66.0,5.8,8.67,7.6,5.13,5.13,0.14,"-$1,230.90",2022-12-04,20:00:00,2022,12,20221204,12/04/2022 20:00:00,2022-12-04 20:00:00-08:00,,mist,101636.42,0,3.601,93.94,,19.0,170.0
3827,3916,2022-07-17 03:00:00,17,3.0,$41.79,$43.51,6.61,$0.00,12429.26,80.1,4.6,6.32,6.58,-1.72,-1.72,-0.0395,"$14,931.41",2022-07-17,03:00:00,2022,7,20220717,07/17/2022 03:00:00,2022-07-17 03:00:00-07:00,,,101163.85,0,0.0,83.71,,27.0,0.0
3828,3917,2022-10-31 12:00:00,31,12.0,$41.80,$43.15,4.95,$0.00,10800.88,75.0,0.0,8.44,8.72,-1.36,-1.36,-0.031400000000000004,$833.22,2022-10-31,12:00:00,2022,10,20221031,10/31/2022 12:00:00,2022-10-31 12:00:00-07:00,,,101298.87,0,2.572,41.49,,25.0,100.0
3829,3918,2022-06-19 07:00:00,19,7.0,$41.81,$48.59,7.34,$0.00,11445.28,78.1,0.0,5.7,6.62,-6.78,-6.78,-0.13949999999999999,"$2,734.54",2022-06-19,07:00:00,2022,6,20220619,06/19/2022 07:00:00,2022-06-19 07:00:00-07:00,,,101467.64,0,3.087,70.17,,29.0,300.0
3830,3919,2023-01-31 08:00:00,31,8.0,$41.86,$150.92,2.81,$0.00,12553.98,37.9,10.4,14.9,53.71,-109.07,-109.07,-0.7227,"-$10,834.82",2023-01-31,08:00:00,2023,1,20230131,01/31/2023 08:00:00,2023-01-31 08:00:00-08:00,,"light drizzle,mist",102108.99,0,4.116,100.0,,4.0,10.0
3831,3920,2022-04-16 11:00:00,16,11.0,$41.86,$58.14,6.93,$0.00,12113.66,78.1,5.8,6.04,8.39,-16.28,-16.28,-0.2801,"-$2,081.81",2022-04-16,11:00:00,2022,4,20220416,04/16/2022 11:00:00,2022-04-16 11:00:00-07:00,,,101062.58,0,5.144,74.19,,27.0,170.0
3832,3921,2022-07-20 06:00:00,20,6.0,$41.86,$40.37,7.39,$0.00,12999.06,81.0,4.6,5.66,5.46,1.49,1.49,0.0369,"$14,368.33",2022-07-20,06:00:00,2022,7,20220720,07/20/2022 06:00:00,2022-07-20 06:00:00-07:00,,,101130.09,0,3.087,83.83,,28.0,190.0
3833,3922,2022-03-29 20:00:00,29,20.0,$41.88,$82.57,5.44,$0.00,12374.54,75.0,15.0,7.7,15.18,-40.7,-40.7,-0.4929,"-$1,327.61",2022-03-29,20:00:00,2022,3,20220329,03/29/2022 20:00:00,2022-03-29 20:00:00-07:00,10.803,,100387.48,0,8.231,73.67,,24.0,160.0
3834,3923,2022-04-22 03:00:00,22,3.0,$41.88,$46.56,6.88,$0.00,10828.13,73.9,11.5,6.09,6.77,-4.69,-4.69,-0.10060000000000001,"-$3,480.69",2022-04-22,03:00:00,2022,4,20220422,04/22/2022 03:00:00,2022-04-22 03:00:00-07:00,,,101771.44,0,5.144,83.25,,23.0,140.0
3835,3924,2022-04-24 14:00:00,24,14.0,$41.89,$70.43,6.55,$0.00,14110.28,84.9,20.7,6.4,10.75,-28.54,-28.54,-0.4052,"-$3,167.19",2022-04-24,14:00:00,2022,4,20220424,04/24/2022 14:00:00,2022-04-24 14:00:00-07:00,,,100927.56,0,10.289,51.58,,29.0,140.0
3836,3925,2022-06-23 09:00:00,23,9.0,$41.89,$47.85,6.59,$0.00,13870.95,84.0,6.9,6.36,7.26,-5.96,-5.96,-0.1246,$656.15,2022-06-23,09:00:00,2022,6,20220623,06/23/2022 09:00:00,2022-06-23 09:00:00-07:00,,,101332.62,0,2.572,46.53,,33.0,250.0
3837,3926,2022-10-07 03:00:00,7,3.0,$41.90,$45.35,6.91,$0.00,9410.6,64.9,0.0,6.06,6.56,-3.45,-3.45,-0.076,"$1,757.99",2022-10-07,03:00:00,2022,10,20221007,10/07/2022 03:00:00,2022-10-07 03:00:00-07:00,,,101737.68,0,0.0,93.89,,18.0,0.0
3838,3927,2022-12-05 17:00:00,5,17.0,$41.91,$50.05,4.82,$0.00,12388.41,78.1,8.1,8.69,10.38,-8.14,-8.14,-0.16269999999999998,"-$1,315.65",2022-12-05,17:00:00,2022,12,20221205,12/05/2022 17:00:00,2022-12-05 17:00:00-08:00,,,100961.32,0,2.572,78.24,,23.0,180.0
3839,3928,2022-10-23 19:00:00,23,19.0,$41.92,$60.08,4.43,$0.00,13197.64,78.1,15.0,9.46,13.56,-18.16,-18.16,-0.3023,"$1,402.16",2022-10-23,19:00:00,2022,10,20221023,10/23/2022 19:00:00,2022-10-23 19:00:00-07:00,,,100961.32,0,4.63,73.67,,24.0,160.0
3840,3929,2022-11-20 12:00:00,20,12.0,$41.94,$48.58,6.07,$0.00,10695.24,50.0,3.5,6.91,8.0,-6.65,-6.65,-0.1368,"-$1,265.41",2022-11-20,12:00:00,2022,11,20221120,11/20/2022 12:00:00,2022-11-20 12:00:00-08:00,,,102480.29,0,4.116,43.9,,13.0,20.0
3841,3930,2022-03-27 19:00:00,27,19.0,$41.95,$84.54,5.49,$0.00,12736.84,81.0,12.7,7.64,15.4,-42.59,-42.59,-0.5038,"-$1,142.20",2022-03-27,19:00:00,2022,3,20220327,03/27/2022 19:00:00,2022-03-27 19:00:00-07:00,,,101298.87,0,4.116,60.51,,22.0,170.0
