,Unnamed: 0,Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $,Dates,Time,Year,Month,Date,DateAPIFormat,Sunrise,Sunset,Day_Length,dateJoinFormat,date_time,wind_gust_set_1,weather_condition_set_1d,pressure_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,peak_wind_speed_set_1,air_temp_set_1,lat,lon,validdate,direct_rad:W,solar_power:MW
33,286,2023-03-15 07:00:00,15,7,-29.86,-7.72,2.63,0.0,14960.62,43.0,17.3,-11.35361217,-2.935361217,-22.14,-22.14,2.867875648,-39214.31,2023-03-15,07:00:00,2023,3,03/1/223,20230315,2023-03-15 07:10:47-07:00,2023-03-16T02:10:22+00:00,43175,03/15/2023 07:00:00,2023-03-15 07:00:00-07:00,11.832,,88788.94,200.0,81.2,9.26,,7.0,35.371452,-101.387665,2023-03-15 07:00:00-07:00,104.7,0.114
34,287,2023-03-15 08:00:00,15,8,-29.845,-8.03,2.63,0.0,15809.22,44.1,24.2,-11.34790875,-3.053231939,-21.815,-21.815,2.716687422,-39236.125,2023-03-15,08:00:00,2023,3,03/1/223,20230315,2023-03-15 07:10:47-07:00,2023-03-16T02:10:22+00:00,43175,03/15/2023 08:00:00,2023-03-15 08:00:00-07:00,,,88759.26,200.0,71.27,10.289,,11.0,35.371452,-101.387665,2023-03-15 08:00:00-07:00,287.9,0.324
35,290,2023-03-15 06:00:00,15,6,-29.805,-12.82,2.63,0.0,13745.46,43.0,18.4,-11.33269962,-4.874524715,-16.985,-16.985,1.324882995,-39192.17,2023-03-15,06:00:00,2023,3,03/1/223,20230315,2023-03-15 07:10:47-07:00,2023-03-16T02:10:22+00:00,43175,03/15/2023 06:00:00,2023-03-15 06:00:00-07:00,,,88788.94,200.0,86.99,10.289,,6.0,35.371452,-101.387665,2023-03-15 06:00:00-07:00,0.0,0.0
36,312,2023-02-28 23:00:00,28,23,-29.3725,13.7,2.56,0.0,13400.37,50.0,13.8,-11.47363281,5.3515625,-43.0725,-43.0725,-3.143978102,-38420.6875,2023-02-28,23:00:00,2023,2,02/2/223,20230228,2023-02-28 06:30:48-08:00,2023-03-01T01:57:34+00:00,41206,02/28/2023 23:00:00,2023-02-28 23:00:00-08:00,,,88403.15,310.0,15.81,5.144,,11.0,35.371452,-101.387665,2023-02-28 23:00:00-08:00,0.0,0.0
37,326,2023-03-15 18:00:00,15,18,-29.175,-18.42,2.63,0.0,13881.39,75.9,21.9,-11.09315589,-7.003802281,-10.755,-10.755,0.583876221,-39328.355,2023-03-15,18:00:00,2023,3,03/1/223,20230315,2023-03-15 07:10:47-07:00,2023-03-16T02:10:22+00:00,43175,03/15/2023 18:00:00,2023-03-15 18:00:00-07:00,,,88076.72,220.0,18.57,8.231,,22.0,35.371452,-101.387665,2023-03-15 18:00:00-07:00,0.0,0.0
38,327,2023-03-15 02:00:00,15,2,-29.165,-15.58,2.63,0.0,12409.21,44.1,19.6,-11.08935361,-5.923954373,-13.585,-13.585,0.87195122,-39134.5375,2023-03-15,02:00:00,2023,3,03/1/223,20230315,2023-03-15 07:10:47-07:00,2023-03-16T02:10:22+00:00,43175,03/15/2023 02:00:00,2023-03-15 02:00:00-07:00,,,89056.01,190.0,70.47,9.26,,7.0,35.371452,-101.387665,2023-03-15 02:00:00-07:00,0.0,0.0
39,331,2023-03-15 05:00:00,15,5,-29.1325,-16.76,2.63,0.0,12907.73,44.1,20.7,-11.0769962,-6.372623574,-12.3725,-12.3725,0.73821599,-39175.185,2023-03-15,05:00:00,2023,3,03/1/223,20230315,2023-03-15 07:10:47-07:00,2023-03-16T02:10:22+00:00,43175,03/15/2023 05:00:00,2023-03-15 05:00:00-07:00,,,88818.61,190.0,75.67,7.717,,7.0,35.371452,-101.387665,2023-03-15 05:00:00-07:00,0.0,0.0
40,335,2023-03-16 17:00:00,16,17,-29.1125,-20.67,2.44,0.0,14592.87,34.0,26.5,-11.93135246,-8.471311475,-8.4425,-8.4425,0.408442187,-39473.0475,2023-03-16,17:00:00,2023,3,03/1/223,20230316,2023-03-16 07:09:23-07:00,2023-03-17T02:11:12+00:00,43309,03/16/2023 17:00:00,2023-03-16 17:00:00-07:00,15.948,,89145.04,10.0,80.34,11.832,,1.0,35.371452,-101.387665,2023-03-16 17:00:00-07:00,25.2,0.045
41,336,2023-03-16 21:00:00,16,21,-29.0525,-18.57,2.44,0.0,14745.8,33.1,20.7,-11.9067623,-7.610655738,-10.4825,-10.4825,0.56448573,-39511.58,2023-03-16,21:00:00,2023,3,03/1/223,20230316,2023-03-16 07:09:23-07:00,2023-03-17T02:11:12+00:00,43309,03/16/2023 21:00:00,2023-03-16 21:00:00-07:00,,,89471.47,360.0,74.6,7.717,,1.0,35.371452,-101.387665,2023-03-16 21:00:00-07:00,0.0,0.0
42,338,2023-03-11 06:00:00,11,6,-29.05,-13.91,2.38,0.0,11254.56,57.9,24.2,-12.20588235,-5.844537815,-15.14,-15.14,1.088425593,-38681.5475,2023-03-11,06:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 06:00:00,2023-03-11 06:00:00-08:00,14.919,,88017.37,260.0,33.95,11.318,,17.0,35.371452,-101.387665,2023-03-11 06:00:00-08:00,71.1,0.089
43,339,2022-11-11 04:00:00,11,4,-29.03,0.0,4.63,0.0,10880.45,36.0,24.2,-6.269978402,0.0,-29.03,-29.03,#NAME?,-25234.83,2022-11-11,04:00:00,2022,11,11/1/222,20221111,2022-11-11 06:31:11-08:00,2022-11-12T01:00:19+00:00,37748,11/11/2022 04:00:00,2022-11-11 04:00:00-08:00,11.832,,89323.09,10.0,74.41,8.746,,0.0,35.371452,-101.387665,2022-11-11 04:00:00-08:00,0.0,0.0
44,341,2023-03-11 01:00:00,11,1,-29.0175,-14.12,2.38,0.0,11761.61,55.0,20.7,-12.19222689,-5.932773109,-14.8975,-14.8975,1.055063739,-38605.8,2023-03-11,01:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 01:00:00,2023-03-11 01:00:00-08:00,14.404,,88047.05,250.0,36.18,10.803,,16.0,35.371452,-101.387665,2023-03-11 01:00:00-08:00,0.0,0.0
45,342,2023-03-11 07:00:00,11,7,-29.01,-14.08,2.38,0.0,11795.22,57.9,21.9,-12.18907563,-5.915966387,-14.93,-14.93,1.060369318,-38696.4775,2023-03-11,07:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 07:00:00,2023-03-11 07:00:00-08:00,15.948,,88047.05,260.0,32.17,12.347,,19.0,35.371452,-101.387665,2023-03-11 07:00:00-08:00,189.4,0.257
46,344,2023-03-16 14:00:00,16,14,-29.0025,-15.94,2.44,0.0,14694.38,36.0,26.5,-11.88627049,-6.532786885,-13.0625,-13.0625,0.819479297,-39449.095,2023-03-16,14:00:00,2023,3,03/1/223,20230316,2023-03-16 07:09:23-07:00,2023-03-17T02:11:12+00:00,43309,03/16/2023 14:00:00,2023-03-16 14:00:00-07:00,10.803,"light snow,mist",88937.31,340.0,93.02,7.717,,1.0,35.371452,-101.387665,2023-03-16 14:00:00-07:00,0.6,0.105
47,346,2023-03-11 02:00:00,11,2,-28.9675,-13.06,2.38,0.0,11347.05,54.0,17.3,-12.17121849,-5.487394958,-15.9075,-15.9075,1.218032159,-38621.7075,2023-03-11,02:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 02:00:00,2023-03-11 02:00:00-08:00,,,88047.05,220.0,43.9,5.144,,13.0,35.371452,-101.387665,2023-03-11 02:00:00-08:00,0.0,0.0
48,348,2023-03-11 00:00:00,11,24,-28.96,-15.45,2.51,0.13,12472.15,57.9,21.9,-11.53784861,-6.155378486,-13.51,-13.51,0.874433657,-38590.9025,2023-03-11,00:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 00:00:00,2023-03-11 00:00:00-08:00,,,88136.08,230.0,62.24,7.717,,12.0,35.371452,-101.387665,2023-03-11 00:00:00-08:00,0.0,0.0
49,349,2023-03-11 03:00:00,11,3,-28.96,-12.74,2.38,0.0,11081.36,60.1,23.0,-12.16806723,-5.352941176,-16.22,-16.22,1.273155416,-38637.9275,2023-03-11,03:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 03:00:00,2023-03-11 03:00:00-08:00,12.861,,87987.7,240.0,38.27,9.26,,14.0,35.371452,-101.387665,2023-03-11 03:00:00-08:00,0.0,0.0
50,350,2023-03-11 08:00:00,11,8,-28.955,-13.17,2.38,0.0,12247.03,61.0,25.3,-12.16596639,-5.533613445,-15.785,-15.785,1.198557327,-38712.2625,2023-03-11,08:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 08:00:00,2023-03-11 08:00:00-08:00,17.491,,88106.4,260.0,26.74,13.89,,22.0,35.371452,-101.387665,2023-03-11 08:00:00-08:00,298.9,0.438
51,351,2023-03-10 23:00:00,10,23,-28.9425,-12.51,2.51,0.0,13133.33,59.0,20.7,-11.53087649,-4.984063745,-16.4325,-16.4325,1.313549161,-38577.3925,2023-03-10,23:00:00,2023,3,03/1/223,20230310,2023-03-10 06:17:38-08:00,2023-03-11T02:06:13+00:00,42515,03/10/2023 23:00:00,2023-03-10 23:00:00-08:00,11.832,,88195.43,220.0,66.93,8.231,,13.0,35.371452,-101.387665,2023-03-10 23:00:00-08:00,0.0,0.0
52,353,2023-02-28 20:00:00,28,20,-28.8975,19.28,2.56,0.0,15406.37,51.1,9.2,-11.28808594,7.53125,-48.1775,-48.1775,-2.498832988,-38294.355,2023-02-28,20:00:00,2023,2,02/2/223,20230228,2023-02-28 06:30:48-08:00,2023-03-01T01:57:34+00:00,41206,02/28/2023 20:00:00,2023-02-28 20:00:00-08:00,,,88165.75,210.0,19.34,4.63,,8.0,35.371452,-101.387665,2023-02-28 20:00:00-08:00,0.0,0.0
53,355,2023-03-11 05:00:00,11,5,-28.875,-14.94,2.38,0.0,11057.92,57.9,18.4,-12.13235294,-6.277310924,-13.935,-13.935,0.932730924,-38666.4075,2023-03-11,05:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 05:00:00,2023-03-11 05:00:00-08:00,12.861,,88047.05,260.0,38.27,10.289,,14.0,35.371452,-101.387665,2023-03-11 05:00:00-08:00,0.0,0.0
54,356,2023-03-16 20:00:00,16,20,-28.875,-16.73,2.44,0.0,14555.45,33.1,18.4,-11.83401639,-6.856557377,-12.145,-12.145,0.725941423,-39501.0975,2023-03-16,20:00:00,2023,3,03/1/223,20230316,2023-03-16 07:09:23-07:00,2023-03-17T02:11:12+00:00,43309,03/16/2023 20:00:00,2023-03-16 20:00:00-07:00,,,89412.12,360.0,80.34,6.688,,1.0,35.371452,-101.387665,2023-03-16 20:00:00-07:00,0.0,0.0
55,358,2023-03-16 22:00:00,16,22,-28.8575,-16.51,2.44,0.0,14507.22,34.0,15.0,-11.82684426,-6.766393443,-12.3475,-12.3475,0.747880073,-39523.9275,2023-03-16,22:00:00,2023,3,03/1/223,20230316,2023-03-16 07:09:23-07:00,2023-03-17T02:11:12+00:00,43309,03/16/2023 22:00:00,2023-03-16 22:00:00-07:00,11.318,,89501.15,10.0,64.18,8.746,,1.0,35.371452,-101.387665,2023-03-16 22:00:00-07:00,0.0,0.0
56,360,2023-03-11 04:00:00,11,4,-28.845,-14.3,2.38,0.0,11007.66,55.0,11.5,-12.1197479,-6.008403361,-14.545,-14.545,1.017132867,-38652.4725,2023-03-11,04:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 04:00:00,2023-03-11 04:00:00-08:00,13.89,,88017.37,250.0,33.35,10.289,,15.0,35.371452,-101.387665,2023-03-11 04:00:00-08:00,0.0,0.0
57,365,2023-03-16 19:00:00,16,19,-28.785,-19.77,2.44,0.0,14522.45,33.1,27.6,-11.79713115,-8.102459016,-9.015,-9.015,0.45599393,-39488.9525,2023-03-16,19:00:00,2023,3,03/1/223,20230316,2023-03-16 07:09:23-07:00,2023-03-17T02:11:12+00:00,43309,03/16/2023 19:00:00,2023-03-16 19:00:00-07:00,,,89293.42,360.0,74.6,9.26,,1.0,35.371452,-101.387665,2023-03-16 19:00:00-07:00,0.0,0.0
58,366,2022-12-13 15:00:00,13,15,-28.7625,-11.63,6.72,0.0,14576.86,52.0,27.6,-4.280133929,-1.730654762,-17.1325,-17.1325,1.473129837,-26571.5975,2022-12-13,15:00:00,2022,12,12/1/222,20221213,2022-12-13 06:59:35-08:00,2022-12-14T00:52:26+00:00,35571,12/13/2022 15:00:00,2022-12-13 15:00:00-08:00,17.491,,87869.0,270.0,16.64,11.832,,9.0,35.371452,-101.387665,2022-12-13 15:00:00-08:00,36.1,0.081
59,367,2023-02-28 22:00:00,28,22,-28.7525,12.18,2.56,0.0,14348.42,48.9,9.2,-11.23144531,4.7578125,-40.9325,-40.9325,-3.360632184,-38377.615,2023-02-28,22:00:00,2023,2,02/2/223,20230228,2023-02-28 06:30:48-08:00,2023-03-01T01:57:34+00:00,41206,02/28/2023 22:00:00,2023-02-28 22:00:00-08:00,11.832,,88314.13,270.0,13.63,9.26,,12.0,35.371452,-101.387665,2023-02-28 22:00:00-08:00,0.0,0.0
60,369,2023-03-11 11:00:00,11,11,-28.75,-16.03,2.38,0.0,13697.18,73.0,27.6,-12.07983193,-6.735294118,-12.72,-12.72,0.793512165,-38751.3475,2023-03-11,11:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 11:00:00,2023-03-11 11:00:00-08:00,12.347,,88106.4,10.0,26.46,9.26,,21.0,35.371452,-101.387665,2023-03-11 11:00:00-08:00,457.9,0.665
61,370,2023-02-28 21:00:00,28,21,-28.7475,13.58,2.56,0.0,14973.86,51.1,8.1,-11.22949219,5.3046875,-42.3275,-42.3275,-3.116899853,-38336.6825,2023-02-28,21:00:00,2023,2,02/2/223,20230228,2023-02-28 06:30:48-08:00,2023-03-01T01:57:34+00:00,41206,02/28/2023 21:00:00,2023-02-28 21:00:00-08:00,,,88254.78,250.0,18.34,5.659,,10.0,35.371452,-101.387665,2023-02-28 21:00:00-08:00,0.0,0.0
62,371,2023-03-16 16:00:00,16,16,-28.7475,-21.75,2.44,0.0,14569.74,33.1,16.1,-11.7817623,-8.913934426,-6.9975,-6.9975,0.321724138,-39464.605,2023-03-16,16:00:00,2023,3,03/1/223,20230316,2023-03-16 07:09:23-07:00,2023-03-17T02:11:12+00:00,43309,03/16/2023 16:00:00,2023-03-16 16:00:00-07:00,16.977,,89026.34,360.0,86.48,13.89,,1.0,35.371452,-101.387665,2023-03-16 16:00:00-07:00,108.9,0.203
63,372,2022-11-11 02:00:00,11,2,-28.74,4.23,4.63,0.0,11340.0,39.0,17.3,-6.207343413,0.913606911,-32.97,-32.97,-7.794326241,-25177.0375,2022-11-11,02:00:00,2022,11,11/1/222,20221111,2022-11-11 06:31:11-08:00,2022-11-12T01:00:19+00:00,37748,11/11/2022 02:00:00,2022-11-11 02:00:00-08:00,12.347,,89174.72,40.0,64.42,9.26,,2.0,35.371452,-101.387665,2022-11-11 02:00:00-08:00,0.0,0.0
64,373,2023-03-10 22:00:00,10,22,-28.74,-13.83,2.51,0.0,13716.77,59.0,19.6,-11.4501992,-5.509960159,-14.91,-14.91,1.078091106,-38560.96,2023-03-10,22:00:00,2023,3,03/1/223,20230310,2023-03-10 06:17:38-08:00,2023-03-11T02:06:13+00:00,42515,03/10/2023 22:00:00,2023-03-10 22:00:00-08:00,,,88284.45,210.0,62.72,10.803,,14.0,35.371452,-101.387665,2023-03-10 22:00:00-08:00,0.0,0.0
65,383,2023-03-16 18:00:00,16,18,-28.59,-21.7,2.44,0.0,14647.54,34.0,29.9,-11.71721311,-8.893442623,-6.89,-6.89,0.317511521,-39479.9375,2023-03-16,18:00:00,2023,3,03/1/223,20230316,2023-03-16 07:09:23-07:00,2023-03-17T02:11:12+00:00,43309,03/16/2023 18:00:00,2023-03-16 18:00:00-07:00,,,89234.07,350.0,86.48,8.231,,1.0,35.371452,-101.387665,2023-03-16 18:00:00-07:00,0.0,0.0
66,386,2023-03-11 12:00:00,11,12,-28.575,-15.14,2.38,0.0,13745.5,73.9,23.0,-12.00630252,-6.361344538,-13.435,-13.435,0.887384412,-38764.7825,2023-03-11,12:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 12:00:00,2023-03-11 12:00:00-08:00,,,88136.08,20.0,26.46,9.26,,21.0,35.371452,-101.387665,2023-03-11 12:00:00-08:00,473.7,0.651
67,387,2023-03-10 21:00:00,10,21,-28.57,-14.88,2.51,0.0,14059.17,55.9,12.7,-11.38247012,-5.928286853,-13.69,-13.69,0.920026882,-38546.05,2023-03-10,21:00:00,2023,3,03/1/223,20230310,2023-03-10 06:17:38-08:00,2023-03-11T02:06:13+00:00,42515,03/10/2023 21:00:00,2023-03-10 21:00:00-08:00,,,88343.8,210.0,62.95,9.774,,15.0,35.371452,-101.387665,2023-03-10 21:00:00-08:00,0.0,0.0
68,392,2023-02-15 21:00:00,15,21,-28.525,-16.54,2.43,0.0,14995.4,23.0,21.9,-11.73868313,-6.806584362,-11.985,-11.985,0.724607013,-38542.3325,2023-02-15,21:00:00,2023,2,02/1/223,20230215,2023-02-15 06:46:02-08:00,2023-02-16T01:45:32+00:00,39570,02/15/2023 21:00:00,2023-02-15 21:00:00-08:00,9.26,,89085.69,350.0,79.1,6.688,,-7.0,35.371452,-101.387665,2023-02-15 21:00:00-08:00,0.0,0.0
69,397,2023-03-10 16:00:00,10,16,-28.48,-17.49,2.51,0.0,13565.92,63.0,24.2,-11.34661355,-6.96812749,-10.99,-10.99,0.628359062,-38491.7125,2023-03-10,16:00:00,2023,3,03/1/223,20230310,2023-03-10 06:17:38-08:00,2023-03-11T02:06:13+00:00,42515,03/10/2023 16:00:00,2023-03-10 16:00:00-08:00,13.89,,88462.5,200.0,44.78,10.803,,16.0,35.371452,-101.387665,2023-03-10 16:00:00-08:00,21.4,0.046
70,398,2022-12-12 16:00:00,12,16,-28.4775,-15.28,5.0,0.0,14987.34,64.0,31.1,-5.6955,-3.056,-13.1975,-13.1975,0.863710733,-26322.625,2022-12-12,16:00:00,2022,12,12/1/222,20221212,2022-12-12 06:58:53-08:00,2022-12-13T00:52:11+00:00,35598,12/12/2022 16:00:00,2022-12-12 16:00:00-08:00,,,87839.32,180.0,54.62,6.688,,14.0,35.371452,-101.387665,2022-12-12 16:00:00-08:00,0.0,0.0
71,399,2022-12-13 14:00:00,13,14,-28.4725,-12.28,6.72,0.0,14665.0,51.1,29.9,-4.236979167,-1.827380952,-16.1925,-16.1925,1.318607492,-26554.465,2022-12-13,14:00:00,2022,12,12/1/222,20221213,2022-12-13 06:59:35-08:00,2022-12-14T00:52:26+00:00,35571,12/13/2022 14:00:00,2022-12-13 14:00:00-08:00,17.491,,87839.32,260.0,15.81,10.803,,11.0,35.371452,-101.387665,2022-12-13 14:00:00-08:00,190.3,0.29
72,404,2023-03-16 15:00:00,16,15,-28.4125,-19.9,2.44,0.0,14556.92,35.1,26.5,-11.64446721,-8.155737705,-8.5125,-8.5125,0.427763819,-39457.6075,2023-03-16,15:00:00,2023,3,03/1/223,20230316,2023-03-16 07:09:23-07:00,2023-03-17T02:11:12+00:00,43309,03/16/2023 15:00:00,2023-03-16 15:00:00-07:00,16.462,,88996.66,350.0,93.08,11.318,,2.0,35.371452,-101.387665,2023-03-16 15:00:00-07:00,99.9,0.243
73,405,2022-12-12 17:00:00,12,17,-28.4075,-13.7,5.0,0.0,15281.45,63.0,24.2,-5.6815,-2.74,-14.7075,-14.7075,1.073540146,-26337.3325,2022-12-12,17:00:00,2022,12,12/1/222,20221212,2022-12-12 06:58:53-08:00,2022-12-13T00:52:11+00:00,35598,12/12/2022 17:00:00,2022-12-12 17:00:00-08:00,,,87809.65,150.0,93.6,5.659,,12.0,35.371452,-101.387665,2022-12-12 17:00:00-08:00,0.0,0.0
74,406,2022-12-12 15:00:00,12,15,-28.375,-14.87,5.0,0.0,15033.82,62.1,27.6,-5.675,-2.974,-13.505,-13.505,0.908204438,-26309.4275,2022-12-12,15:00:00,2022,12,12/1/222,20221212,2022-12-12 06:58:53-08:00,2022-12-13T00:52:11+00:00,35598,12/12/2022 15:00:00,2022-12-12 15:00:00-08:00,13.89,,87779.97,190.0,48.31,11.318,,17.0,35.371452,-101.387665,2022-12-12 15:00:00-08:00,29.0,0.064
75,412,2023-03-11 09:00:00,11,9,-28.265,-14.35,2.38,0.0,12919.11,66.0,24.2,-11.87605042,-6.029411765,-13.915,-13.915,0.969686411,-38726.1775,2023-03-11,09:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 09:00:00,2023-03-11 09:00:00-08:00,,,88136.08,280.0,25.17,12.861,,23.0,35.371452,-101.387665,2023-03-11 09:00:00-08:00,373.4,0.58
76,416,2023-02-06 05:00:00,6,5,-28.225,-1.62,2.4,0.0,12201.34,44.1,15.0,-11.76041667,-0.675,-26.605,-26.605,16.42283951,-38478.6675,2023-02-06,05:00:00,2023,2,02/0/223,20230206,2023-02-06 06:54:48-08:00,2023-02-07T01:36:41+00:00,38513,02/06/2023 05:00:00,2023-02-06 05:00:00-08:00,12.347,,88403.15,240.0,31.23,9.26,,8.0,35.371452,-101.387665,2023-02-06 05:00:00-08:00,0.0,0.0
77,417,2022-12-03 01:00:00,3,1,-28.215,15.96,4.82,0.0,12003.73,35.1,15.0,-5.85373444,3.31120332,-44.175,-44.175,-2.767857143,-26598.555,2022-12-03,01:00:00,2022,12,12/0/222,20221203,2022-12-03 06:51:48-08:00,2022-12-04T00:51:24+00:00,35976,12/03/2022 01:00:00,2022-12-03 01:00:00-08:00,,,90302.38,30.0,50.68,5.659,,0.0,35.371452,-101.387665,2022-12-03 01:00:00-08:00,0.0,0.0
78,420,2023-03-10 17:00:00,10,17,-28.165,-17.85,2.51,0.0,13735.04,64.9,27.6,-11.22111554,-7.111553785,-10.315,-10.315,0.577871148,-38502.0275,2023-03-10,17:00:00,2023,3,03/1/223,20230310,2023-03-10 06:17:38-08:00,2023-03-11T02:06:13+00:00,42515,03/10/2023 17:00:00,2023-03-10 17:00:00-08:00,,,88432.83,200.0,50.93,8.746,,14.0,35.371452,-101.387665,2023-03-10 17:00:00-08:00,0.0,0.0
79,422,2023-03-11 10:00:00,11,10,-28.09,-15.64,2.38,0.0,13537.78,70.0,27.6,-11.80252101,-6.571428571,-12.45,-12.45,0.796035806,-38738.6275,2023-03-11,10:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 10:00:00,2023-03-11 10:00:00-08:00,14.919,,88136.08,280.0,22.06,12.347,,24.0,35.371452,-101.387665,2023-03-11 10:00:00-08:00,417.5,0.662
80,426,2023-03-01 07:00:00,1,7,-27.995,38.78,2.51,0.0,12650.31,36.0,9.2,-11.15338645,15.4501992,-66.775,-66.775,-1.721892728,-38653.5225,2023-03-01,07:00:00,2023,3,03/0/223,20230301,2023-03-01 06:29:32-08:00,2023-03-02T01:58:27+00:00,41335,03/01/2023 07:00:00,2023-03-01 07:00:00-08:00,,,88640.56,80.0,27.67,5.659,,4.0,35.371452,-101.387665,2023-03-01 07:00:00-08:00,72.6,0.173
81,431,2023-03-17 00:00:00,17,24,-27.87,-15.77,2.44,-0.01,13603.61,33.1,23.0,-11.42213115,-6.463114754,-12.1,-12.1,0.767279645,-39547.715,2023-03-17,00:00:00,2023,3,03/1/223,20230317,2023-03-17 07:08:00-07:00,2023-03-18T02:12:01+00:00,43441,03/17/2023 00:00:00,2023-03-17 00:00:00-07:00,9.774,,89619.85,360.0,63.94,7.202,,0.0,35.371452,-101.387665,2023-03-17 00:00:00-07:00,0.0,0.0
82,432,2023-03-15 01:00:00,15,1,-27.855,-15.1,2.63,0.0,12641.98,45.0,23.0,-10.59125475,-5.741444867,-12.755,-12.755,0.844701987,-39120.9525,2023-03-15,01:00:00,2023,3,03/1/223,20230315,2023-03-15 07:10:47-07:00,2023-03-16T02:10:22+00:00,43175,03/15/2023 01:00:00,2023-03-15 01:00:00-07:00,,,89145.04,180.0,65.6,7.717,,7.0,35.371452,-101.387665,2023-03-15 01:00:00-07:00,0.0,0.0
83,434,2023-03-14 22:00:00,14,22,-27.8425,-13.48,2.45,0.0,14491.78,46.0,17.3,-11.36428571,-5.502040816,-14.3625,-14.3625,1.065467359,-39080.6875,2023-03-14,22:00:00,2023,3,03/1/223,20230314,2023-03-14 07:12:10-07:00,2023-03-15T02:09:33+00:00,43043,03/14/2023 22:00:00,2023-03-14 22:00:00-07:00,13.89,,89204.39,170.0,56.99,10.803,,8.0,35.371452,-101.387665,2023-03-14 22:00:00-07:00,0.0,0.0
84,436,2023-03-15 00:00:00,15,24,-27.8175,-15.1,2.45,-0.18,12894.37,46.0,23.0,-11.35408163,-6.163265306,-12.7175,-12.7175,0.842218543,-39108.1975,2023-03-15,00:00:00,2023,3,03/1/223,20230315,2023-03-15 07:10:47-07:00,2023-03-16T02:10:22+00:00,43175,03/15/2023 00:00:00,2023-03-15 00:00:00-07:00,,,89145.04,180.0,65.6,8.231,,7.0,35.371452,-101.387665,2023-03-15 00:00:00-07:00,0.0,0.0
85,440,2022-12-12 14:00:00,12,14,-27.8,-14.24,5.0,0.0,15242.15,61.0,27.6,-5.56,-2.848,-13.56,-13.56,0.952247191,-26295.9225,2022-12-12,14:00:00,2022,12,12/1/222,20221212,2022-12-12 06:58:53-08:00,2022-12-13T00:52:11+00:00,35598,12/12/2022 14:00:00,2022-12-12 14:00:00-08:00,18.52,,87779.97,190.0,45.36,13.376,,18.0,35.371452,-101.387665,2022-12-12 14:00:00-08:00,135.4,0.224
86,443,2023-02-28 19:00:00,28,19,-27.7325,27.64,2.56,0.0,15323.54,59.0,11.5,-10.83300781,10.796875,-55.3725,-55.3725,-2.003346599,-38246.1775,2023-02-28,19:00:00,2023,2,02/2/223,20230228,2023-02-28 06:30:48-08:00,2023-03-01T01:57:34+00:00,41206,02/28/2023 19:00:00,2023-02-28 19:00:00-08:00,,,88165.75,220.0,18.07,3.087,,9.0,35.371452,-101.387665,2023-02-28 19:00:00-08:00,0.0,0.0
87,444,2023-02-14 08:00:00,14,8,-27.71,-4.84,2.4,0.0,14879.91,37.0,28.8,-11.54583333,-2.016666667,-22.87,-22.87,4.725206612,-38753.4925,2023-02-14,08:00:00,2023,2,02/1/223,20230214,2023-02-14 06:47:05-08:00,2023-02-15T01:44:34+00:00,39449,02/14/2023 08:00:00,2023-02-14 08:00:00-08:00,23.664,,86860.03,250.0,56.99,18.52,,8.0,35.371452,-101.387665,2023-02-14 08:00:00-08:00,175.6,0.299
