,Unnamed: 0,Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $,Dates,Time,Year,Month,Date,DateAPIFormat,Sunrise,Sunset,Day_Length,dateJoinFormat,date_time,wind_gust_set_1,weather_condition_set_1d,pressure_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,peak_wind_speed_set_1,air_temp_set_1,lat,lon,validdate,direct_rad:W,solar_power:MW
409,1421,2022-11-17 07:00:00,17,7,-12.1875,78.36,5.74,0.0,19057.86,24.1,9.2,-2.12325784,13.65156794,-90.5475,-90.5475,-1.155532159,-25554.2975,2022-11-17,07:00:00,2022,11,11/1/222,20221117,2022-11-17 06:36:59-08:00,2022-11-18T00:56:26+00:00,37167,11/17/2022 07:00:00,2022-11-17 07:00:00-08:00,,,89886.93,230.0,69.22,6.173,,1.0,35.371452,-101.387665,2022-11-17 07:00:00-08:00,201.7,0.293
410,1422,2023-03-16 12:00:00,16,12,-12.1625,-8.86,2.44,0.0,14682.91,44.1,23.0,-4.984631148,-3.631147541,-3.3025,-3.3025,0.372742664,-39423.77,2023-03-16,12:00:00,2023,3,03/1/223,20230316,2023-03-16 07:09:23-07:00,2023-03-17T02:11:12+00:00,43309,03/16/2023 12:00:00,2023-03-16 12:00:00-07:00,17.491,,88729.58,10.0,93.08,13.89,,2.0,35.371452,-101.387665,2023-03-16 12:00:00-07:00,52.6,0.316
411,1423,2022-12-01 02:00:00,1,2,-12.16,16.52,6.8,0.0,15225.23,27.0,23.0,-1.788235294,2.429411765,-28.68,-28.68,-1.736077482,-26585.5375,2022-12-01,02:00:00,2022,12,12/0/222,20221201,2022-12-01 06:50:04-08:00,2022-12-02T00:51:35+00:00,36091,12/01/2022 02:00:00,2022-12-01 02:00:00-08:00,,,89590.17,190.0,68.56,5.144,,-2.0,35.371452,-101.387665,2022-12-01 02:00:00-08:00,0.0,0.0
412,1424,2022-12-29 01:00:00,29,1,-12.155,4.29,4.12,0.0,11957.74,50.0,29.9,-2.950242718,1.041262136,-16.445,-16.445,-3.833333333,-35289.45,2022-12-29,01:00:00,2022,12,12/2/222,20221229,2022-12-29 07:07:28-08:00,2022-12-30T01:00:16+00:00,35568,12/29/2022 01:00:00,2022-12-29 01:00:00-08:00,12.347,,88136.08,250.0,49.51,9.26,,9.0,35.371452,-101.387665,2022-12-29 01:00:00-08:00,0.0,0.0
413,1428,2022-12-01 08:00:00,1,8,-12.0975,68.45,6.8,0.0,19740.35,27.0,17.3,-1.779044118,10.06617647,-80.5475,-80.5475,-1.176734843,-26801.615,2022-12-01,08:00:00,2022,12,12/0/222,20221201,2022-12-01 06:50:04-08:00,2022-12-02T00:51:35+00:00,36091,12/01/2022 08:00:00,2022-12-01 08:00:00-08:00,,,89441.79,210.0,51.56,13.376,,3.0,35.371452,-101.387665,2022-12-01 08:00:00-08:00,302.1,0.43
414,1429,2022-12-01 13:00:00,1,13,-12.08,6.55,6.8,0.0,16867.06,50.0,25.3,-1.776470588,0.963235294,-18.63,-18.63,-2.844274809,-26945.63,2022-12-01,13:00:00,2022,12,12/0/222,20221201,2022-12-01 06:50:04-08:00,2022-12-02T00:51:35+00:00,36091,12/01/2022 13:00:00,2022-12-01 13:00:00-08:00,,,89026.34,190.0,37.97,9.774,,13.0,35.371452,-101.387665,2022-12-01 13:00:00-08:00,322.6,0.442
415,1431,2022-12-12 10:00:00,12,10,-12.025,2.2,5.0,0.0,15347.57,54.0,21.9,-2.405,0.44,-14.225,-14.225,-6.465909091,-26249.2175,2022-12-12,10:00:00,2022,12,12/1/222,20221212,2022-12-12 06:58:53-08:00,2022-12-13T00:52:11+00:00,35598,12/12/2022 10:00:00,2022-12-12 10:00:00-08:00,16.462,,88254.78,180.0,77.01,13.376,,15.0,35.371452,-101.387665,2022-12-12 10:00:00-08:00,78.4,0.209
416,1432,2022-10-24 19:00:00,24,19,-12.0175,47.98,4.43,0.0,15437.92,37.9,17.3,-2.71275395,10.83069977,-59.9975,-59.9975,-1.250468945,-24044.185,2022-10-24,19:00:00,2022,10,10/2/222,20221024,2022-10-24 07:14:22-07:00,2022-10-25T01:17:19+00:00,39777,10/24/2022 19:00:00,2022-10-24 19:00:00-07:00,,,88759.26,350.0,93.19,4.116,,4.0,35.371452,-101.387665,2022-10-24 19:00:00-07:00,0.0,0.0
417,1433,2023-03-16 08:00:00,16,8,-11.9925,-11.27,2.44,0.0,13483.68,57.9,12.7,-4.914959016,-4.618852459,-0.7225,-0.7225,0.064108252,-39419.87,2023-03-16,08:00:00,2023,3,03/1/223,20230316,2023-03-16 07:09:23-07:00,2023-03-17T02:11:12+00:00,43309,03/16/2023 08:00:00,2023-03-16 08:00:00-07:00,13.89,,88314.13,20.0,93.4,11.318,,8.0,35.371452,-101.387665,2023-03-16 08:00:00-07:00,48.0,0.117
418,1436,2022-11-28 18:00:00,28,18,-11.885,7.89,6.46,0.0,14837.92,52.0,13.8,-1.839783282,1.221362229,-19.775,-19.775,-2.506337136,-26294.225,2022-11-28,18:00:00,2022,11,11/2/222,20221128,2022-11-28 06:47:23-08:00,2022-11-29T00:52:06+00:00,36283,11/28/2022 18:00:00,2022-11-28 18:00:00-08:00,,,87779.97,210.0,42.41,8.746,,8.0,35.371452,-101.387665,2022-11-28 18:00:00-08:00,0.0,0.0
419,1437,2022-10-16 06:00:00,16,6,-11.8825,40.84,6.08,0.0,12722.62,57.0,15.0,-1.954358553,6.717105263,-52.7225,-52.7225,-1.290952498,-22998.495,2022-10-16,06:00:00,2022,10,10/1/222,20221016,2022-10-16 07:07:27-07:00,2022-10-17T01:26:55+00:00,40768,10/16/2022 06:00:00,2022-10-16 06:00:00-07:00,,,89619.85,50.0,71.47,2.572,,12.0,35.371452,-101.387665,2022-10-16 06:00:00-07:00,0.0,0.0
420,1438,2022-11-01 21:00:00,1,21,-11.8575,-5.72,5.08,0.0,14916.06,62.1,17.3,-2.334153543,-1.125984252,-6.1375,-6.1375,1.07298951,-24753.805,2022-11-01,21:00:00,2022,11,11/0/222,20221101,2022-11-01 07:21:39-07:00,2022-11-02T01:08:52+00:00,38833,11/01/2022 21:00:00,2022-11-01 21:00:00-07:00,,,89263.74,180.0,67.36,9.26,,15.0,35.371452,-101.387665,2022-11-01 21:00:00-07:00,0.0,0.0
421,1439,2023-02-18 22:00:00,18,22,-11.8475,-14.55,2.26,0.0,16539.83,51.1,20.7,-5.242256637,-6.438053097,2.7025,2.7025,-0.185738832,-38866.23,2023-02-18,22:00:00,2023,2,02/1/223,20230218,2023-02-18 06:42:45-08:00,2023-02-19T01:48:23+00:00,39938,02/18/2023 22:00:00,2023-02-18 22:00:00-08:00,13.376,,88966.99,260.0,31.84,10.289,,10.0,35.371452,-101.387665,2023-02-18 22:00:00-08:00,0.0,0.0
422,1441,2022-12-01 03:00:00,1,3,-11.8075,14.83,6.8,0.0,15336.61,28.0,20.7,-1.736397059,2.180882353,-26.6375,-26.6375,-1.796190155,-26612.175,2022-12-01,03:00:00,2022,12,12/0/222,20221201,2022-12-01 06:50:04-08:00,2022-12-02T00:51:35+00:00,36091,12/01/2022 03:00:00,2022-12-01 03:00:00-08:00,,,89560.5,190.0,68.56,4.116,,-2.0,35.371452,-101.387665,2022-12-01 03:00:00-08:00,0.0,0.0
423,1444,2022-11-24 14:00:00,24,14,-11.6975,-6.24,6.46,0.0,14273.46,37.0,24.2,-1.810758514,-0.965944272,-5.4575,-5.4575,0.874599359,-26340.83,2022-11-24,14:00:00,2022,11,11/2/222,20221124,2022-11-24 06:43:41-08:00,2022-11-25T00:53:15+00:00,36574,11/24/2022 14:00:00,2022-11-24 14:00:00-08:00,13.376,light rain,89471.47,20.0,80.78,8.231,,4.0,35.371452,-101.387665,2022-11-24 14:00:00-08:00,0.1,0.015
424,1449,2023-02-22 14:00:00,22,14,-11.6,-11.44,2.1,0.0,14606.51,66.9,25.3,-5.523809524,-5.447619048,-0.16,-0.16,0.013986014,-38847.3825,2023-02-22,14:00:00,2023,2,02/2/223,20230222,2023-02-22 06:38:09-08:00,2023-02-23T01:52:08+00:00,40439,02/22/2023 14:00:00,2023-02-22 14:00:00-08:00,16.462,,87334.84,210.0,19.22,13.89,,19.0,35.371452,-101.387665,2023-02-22 14:00:00-08:00,308.2,0.401
425,1451,2022-10-23 12:00:00,23,12,-11.54,-9.05,4.43,0.0,15776.0,75.0,27.6,-2.60496614,-2.042889391,-2.49,-2.49,0.275138122,-23871.4025,2022-10-23,12:00:00,2022,10,10/2/222,20221023,2022-10-23 07:13:29-07:00,2022-10-24T01:18:28+00:00,39899,10/23/2022 12:00:00,2022-10-23 12:00:00-07:00,,,87898.67,210.0,44.05,10.289,,24.0,35.371452,-101.387665,2022-10-23 12:00:00-07:00,416.0,0.595
426,1454,2022-09-27 05:00:00,27,5,-11.475,8.37,6.74,0.0,11269.37,59.0,11.5,-1.702522255,1.241839763,-19.845,-19.845,-2.370967742,-26266.0125,2022-09-27,05:00:00,2022,9,09/2/222,20220927,2022-09-27 06:52:25-07:00,2022-09-28T01:52:42+00:00,43217,09/27/2022 05:00:00,2022-09-27 05:00:00-07:00,,,89649.52,220.0,66.93,4.116,,13.0,35.371452,-101.387665,2022-09-27 05:00:00-07:00,0.0,0.0
427,1455,2022-11-11 08:00:00,11,8,-11.4075,-6.2,4.63,0.0,13361.23,27.0,21.9,-2.463822894,-1.339092873,-5.2075,-5.2075,0.839919355,-25285.74,2022-11-11,08:00:00,2022,11,11/1/222,20221111,2022-11-11 06:31:11-08:00,2022-11-12T01:00:19+00:00,37748,11/11/2022 08:00:00,2022-11-11 08:00:00-08:00,13.376,,89560.5,10.0,58.68,10.803,,-2.0,35.371452,-101.387665,2022-11-11 08:00:00-08:00,21.8,0.092
428,1459,2022-11-28 01:00:00,28,1,-11.335,22.84,6.46,0.0,12642.24,33.1,11.5,-1.754643963,3.535603715,-34.175,-34.175,-1.496278459,-26125.775,2022-11-28,01:00:00,2022,11,11/2/222,20221128,2022-11-28 06:47:23-08:00,2022-11-29T00:52:06+00:00,36283,11/28/2022 01:00:00,2022-11-28 01:00:00-08:00,8.746,,88432.83,230.0,86.48,6.173,,1.0,35.371452,-101.387665,2022-11-28 01:00:00-08:00,0.0,0.0
429,1461,2023-01-12 02:00:00,12,2,-11.325,3.27,3.35,0.0,11177.71,34.0,24.2,-3.380597015,0.976119403,-14.595,-14.595,-4.463302752,-36766.715,2023-01-12,02:00:00,2023,1,01/1/223,20230112,2023-01-12 07:08:15-08:00,2023-01-13T01:11:49+00:00,36214,01/12/2023 02:00:00,2023-01-12 02:00:00-08:00,13.89,,89619.85,350.0,74.78,10.289,,2.0,35.371452,-101.387665,2023-01-12 02:00:00-08:00,0.0,0.0
430,1462,2022-12-29 00:00:00,29,24,-11.2775,7.37,4.9,0.78,12853.86,52.0,23.0,-2.301530612,1.504081633,-18.6475,-18.6475,-2.530189959,-35273.005,2022-12-29,00:00:00,2022,12,12/2/222,20221229,2022-12-29 07:07:28-08:00,2022-12-30T01:00:16+00:00,35568,12/29/2022 00:00:00,2022-12-29 00:00:00-08:00,12.861,,88106.4,250.0,49.51,10.289,,9.0,35.371452,-101.387665,2022-12-29 00:00:00-08:00,0.0,0.0
431,1464,2022-12-08 12:00:00,8,12,-11.2625,6.5,4.53,0.0,14571.19,62.1,23.0,-2.486203091,1.434878587,-17.7625,-17.7625,-2.732692308,-26661.415,2022-12-08,12:00:00,2022,12,12/0/222,20221208,2022-12-08 06:55:55-08:00,2022-12-09T00:51:31+00:00,35736,12/08/2022 12:00:00,2022-12-08 12:00:00-08:00,14.404,,89293.42,260.0,18.96,11.318,,18.0,35.371452,-101.387665,2022-12-08 12:00:00-08:00,432.3,0.567
432,1473,2023-03-04 05:00:00,4,5,-11.1325,0.0,2.67,0.0,12120.63,37.9,15.0,-4.169475655,0.0,-11.1325,-11.1325,#NAME?,-38769.4475,2023-03-04,05:00:00,2023,3,03/0/223,20230304,2023-03-04 06:25:39-08:00,2023-03-05T02:01:05+00:00,41726,03/04/2023 05:00:00,2023-03-04 05:00:00-08:00,,,88699.91,350.0,74.78,7.202,,2.0,35.371452,-101.387665,2023-03-04 05:00:00-08:00,0.0,0.0
433,1476,2022-09-25 09:00:00,25,9,-11.0875,11.13,6.73,0.0,14668.87,63.0,12.7,-1.647473997,1.653789004,-22.2175,-22.2175,-1.996181491,-25812.405,2022-09-25,09:00:00,2022,9,09/2/222,20220925,2022-09-25 06:50:56-07:00,2022-09-26T01:55:34+00:00,43478,09/25/2022 09:00:00,2022-09-25 09:00:00-07:00,14.404,,89768.22,40.0,33.34,11.318,,23.0,35.371452,-101.387665,2022-09-25 09:00:00-07:00,531.4,0.58
434,1477,2022-11-29 19:00:00,29,19,-11.065,22.12,5.99,0.0,15707.39,28.0,24.2,-1.847245409,3.692821369,-33.185,-33.185,-1.50022604,-26452.28,2022-11-29,19:00:00,2022,11,11/2/222,20221129,2022-11-29 06:48:17-08:00,2022-11-30T00:51:54+00:00,36217,11/29/2022 19:00:00,2022-11-29 19:00:00-08:00,,,89382.44,10.0,73.65,6.173,,-4.0,35.371452,-101.387665,2022-11-29 19:00:00-08:00,0.0,0.0
435,1484,2023-02-22 15:00:00,22,15,-11.03,-9.76,2.1,0.0,14829.57,68.0,25.3,-5.252380952,-4.647619048,-1.27,-1.27,0.130122951,-38848.6525,2023-02-22,15:00:00,2023,2,02/2/223,20230222,2023-02-22 06:38:09-08:00,2023-02-23T01:52:08+00:00,40439,02/22/2023 15:00:00,2023-02-22 15:00:00-08:00,15.948,,87334.84,220.0,17.81,12.347,,19.0,35.371452,-101.387665,2023-02-22 15:00:00-08:00,178.8,0.23
436,1488,2023-02-20 00:00:00,20,24,-11.015,-8.81,2.26,0.0,12169.66,53.1,23.0,-4.873893805,-3.898230088,-2.205,-2.205,0.250283768,-38901.655,2023-02-20,00:00:00,2023,2,02/2/223,20230220,2023-02-20 06:40:29-08:00,2023-02-21T01:50:16+00:00,40187,02/20/2023 00:00:00,2023-02-20 00:00:00-08:00,11.318,,88788.94,250.0,62.0,8.746,,11.0,35.371452,-101.387665,2023-02-20 00:00:00-08:00,0.0,0.0
437,1499,2023-02-22 10:00:00,22,10,-10.93,-11.29,2.1,0.0,13923.61,55.0,31.1,-5.204761905,-5.376190476,0.36,0.36,-0.031886625,-38853.275,2023-02-22,10:00:00,2023,2,02/2/223,20230222,2023-02-22 06:38:09-08:00,2023-02-23T01:52:08+00:00,40439,02/22/2023 10:00:00,2023-02-22 10:00:00-08:00,19.034,,87423.86,250.0,29.36,14.919,,17.0,35.371452,-101.387665,2023-02-22 10:00:00-08:00,626.4,0.751
438,1502,2022-11-28 14:00:00,28,14,-10.895,-5.88,6.46,0.0,14339.06,63.0,20.7,-1.686532508,-0.910216718,-5.015,-5.015,0.852891156,-26262.86,2022-11-28,14:00:00,2022,11,11/2/222,20221128,2022-11-28 06:47:23-08:00,2022-11-29T00:52:06+00:00,36283,11/28/2022 14:00:00,2022-11-28 14:00:00-08:00,,,87869.0,240.0,17.06,9.774,,16.0,35.371452,-101.387665,2022-11-28 14:00:00-08:00,28.3,0.108
439,1504,2022-11-24 05:00:00,24,5,-10.8675,-0.54,6.46,0.0,11156.44,39.0,23.0,-1.682275542,-0.083591331,-10.3275,-10.3275,19.125,-26313.2725,2022-11-24,05:00:00,2022,11,11/2/222,20221124,2022-11-24 06:43:41-08:00,2022-11-25T00:53:15+00:00,36574,11/24/2022 05:00:00,2022-11-24 05:00:00-08:00,16.977,,89026.34,10.0,60.26,13.89,,4.0,35.371452,-101.387665,2022-11-24 05:00:00-08:00,0.0,0.0
440,1505,2023-02-19 22:00:00,19,22,-10.8175,-7.73,2.26,0.0,13555.76,55.9,21.9,-4.786504425,-3.420353982,-3.0875,-3.0875,0.399417853,-38896.7875,2023-02-19,22:00:00,2023,2,02/1/223,20230219,2023-02-19 06:41:38-08:00,2023-02-20T01:49:20+00:00,40062,02/19/2023 22:00:00,2023-02-19 22:00:00-08:00,14.404,,88877.96,250.0,54.08,10.803,,12.0,35.371452,-101.387665,2023-02-19 22:00:00-08:00,0.0,0.0
441,1506,2022-12-08 15:00:00,8,15,-10.7725,15.19,4.53,0.0,14939.32,64.9,23.0,-2.37803532,3.353200883,-25.9625,-25.9625,-1.709183673,-26728.585,2022-12-08,15:00:00,2022,12,12/0/222,20221208,2022-12-08 06:55:55-08:00,2022-12-09T00:51:31+00:00,35736,12/08/2022 15:00:00,2022-12-08 15:00:00-08:00,,,89352.77,290.0,17.06,5.144,,16.0,35.371452,-101.387665,2022-12-08 15:00:00-08:00,33.3,0.072
442,1508,2022-10-01 00:00:00,1,24,-10.765,-5.13,6.59,0.3,13069.59,64.9,13.8,-1.63353566,-0.7784522,-5.635,-5.635,1.098440546,-26147.885,2022-10-01,00:00:00,2022,10,10/0/222,20221001,2022-10-01 06:55:27-07:00,2022-10-02T01:47:02+00:00,42695,10/01/2022 00:00:00,2022-10-01 00:00:00-07:00,,,89174.72,160.0,55.15,5.144,,16.0,35.371452,-101.387665,2022-10-01 00:00:00-07:00,0.0,0.0
443,1509,2022-12-04 02:00:00,4,2,-10.76,9.71,4.82,0.0,12544.13,37.9,8.1,-2.232365145,2.014522822,-20.47,-20.47,-2.108135942,-26787.4275,2022-12-04,02:00:00,2022,12,12/0/222,20221204,2022-12-04 06:52:39-08:00,2022-12-05T00:51:22+00:00,35923,12/04/2022 02:00:00,2022-12-04 02:00:00-08:00,,,89560.5,210.0,93.19,8.746,,4.0,35.371452,-101.387665,2022-12-04 02:00:00-08:00,0.0,0.0
444,1511,2022-11-23 19:00:00,23,19,-10.6925,9.48,6.18,0.0,15374.2,51.1,13.8,-1.730177994,1.533980583,-20.1725,-20.1725,-2.127900844,-26273.1875,2022-11-23,19:00:00,2022,11,11/2/222,20221123,2022-11-23 06:42:44-08:00,2022-11-24T00:53:37+00:00,36653,11/23/2022 19:00:00,2022-11-23 19:00:00-08:00,,,88462.5,170.0,65.37,4.116,,6.0,35.371452,-101.387665,2022-11-23 19:00:00-08:00,0.0,0.0
445,1512,2022-11-28 05:00:00,28,5,-10.6925,3.6,6.46,0.0,13919.9,33.1,11.5,-1.655185759,0.557275542,-14.2925,-14.2925,-3.970138889,-26196.32,2022-11-28,05:00:00,2022,11,11/2/222,20221128,2022-11-28 06:47:23-08:00,2022-11-29T00:52:06+00:00,36283,11/28/2022 05:00:00,2022-11-28 05:00:00-08:00,,,88284.45,240.0,74.41,5.144,,0.0,35.371452,-101.387665,2022-11-28 05:00:00-08:00,0.0,0.0
446,1514,2023-03-11 22:00:00,11,22,-10.6875,4.88,2.38,0.0,14446.8,48.9,12.7,-4.490546218,2.050420168,-15.5675,-15.5675,-3.190061475,-38793.2425,2023-03-11,22:00:00,2023,3,03/1/223,20230311,2023-03-11 06:16:17-08:00,2023-03-12T02:07:03+00:00,42646,03/11/2023 22:00:00,2023-03-11 22:00:00-08:00,,,88640.56,30.0,56.46,4.116,,6.0,35.371452,-101.387665,2023-03-11 22:00:00-08:00,0.0,0.0
447,1520,2023-02-25 22:00:00,25,22,-10.61,5.62,2.35,0.0,14881.35,50.0,18.4,-4.514893617,2.391489362,-16.23,-16.23,-2.887900356,-37771.0875,2023-02-25,22:00:00,2023,2,02/2/223,20230225,2023-02-25 06:34:32-08:00,2023-02-26T01:54:52+00:00,40820,02/25/2023 22:00:00,2023-02-25 22:00:00-08:00,,,88996.66,200.0,81.2,5.144,,7.0,35.371452,-101.387665,2023-02-25 22:00:00-08:00,0.0,0.0
448,1523,2023-02-14 16:00:00,14,16,-10.5675,-9.16,2.4,0.0,13453.77,63.0,23.0,-4.403125,-3.816666667,-1.4075,-1.4075,0.153657205,-38730.1025,2023-02-14,16:00:00,2023,2,02/1/223,20230214,2023-02-14 06:47:05-08:00,2023-02-15T01:44:34+00:00,39449,02/14/2023 16:00:00,2023-02-14 16:00:00-08:00,14.404,,87601.92,250.0,28.48,11.832,,14.0,35.371452,-101.387665,2023-02-14 16:00:00-08:00,26.1,0.039
449,1524,2022-12-01 01:00:00,1,1,-10.5625,15.86,6.8,0.0,15385.33,28.9,24.2,-1.553308824,2.332352941,-26.4225,-26.4225,-1.665983607,-26556.8575,2022-12-01,01:00:00,2022,12,12/0/222,20221201,2022-12-01 06:50:04-08:00,2022-12-02T00:51:35+00:00,36091,12/01/2022 01:00:00,2022-12-01 01:00:00-08:00,11.318,,89590.17,200.0,63.45,8.231,,-2.0,35.371452,-101.387665,2022-12-01 01:00:00-08:00,0.0,0.0
450,1532,2022-11-24 09:00:00,24,9,-10.4875,1.54,6.46,0.0,13141.0,37.9,26.5,-1.623452012,0.238390093,-12.0275,-12.0275,-7.810064935,-26347.0275,2022-11-24,09:00:00,2022,11,11/2/222,20221124,2022-11-24 06:43:41-08:00,2022-11-25T00:53:15+00:00,36574,11/24/2022 09:00:00,2022-11-24 09:00:00-08:00,,,89471.47,20.0,74.96,10.803,,3.0,35.371452,-101.387665,2022-11-24 09:00:00-08:00,3.3,0.081
451,1533,2022-12-29 05:00:00,29,5,-10.455,8.96,4.12,0.0,11023.85,50.0,28.8,-2.537621359,2.174757282,-19.415,-19.415,-2.166852679,-35383.5,2022-12-29,05:00:00,2022,12,12/2/222,20221229,2022-12-29 07:07:28-08:00,2022-12-30T01:00:16+00:00,35568,12/29/2022 05:00:00,2022-12-29 05:00:00-08:00,15.948,,88432.83,240.0,36.44,12.861,,8.0,35.371452,-101.387665,2022-12-29 05:00:00-08:00,0.0,0.0
452,1538,2023-02-20 01:00:00,20,1,-10.3375,-11.11,2.26,0.0,11616.44,53.1,21.9,-4.574115044,-4.915929204,0.7725,0.7725,-0.069531953,-38900.8825,2023-02-20,01:00:00,2023,2,02/2/223,20230220,2023-02-20 06:40:29-08:00,2023-02-21T01:50:16+00:00,40187,02/20/2023 01:00:00,2023-02-20 01:00:00-08:00,13.376,,88759.26,250.0,58.03,10.803,,12.0,35.371452,-101.387665,2023-02-20 01:00:00-08:00,0.0,0.0
453,1539,2023-02-18 23:00:00,18,23,-10.325,-14.65,2.26,0.0,16004.77,48.9,17.3,-4.568584071,-6.482300885,4.325,4.325,-0.295221843,-38861.905,2023-02-18,23:00:00,2023,2,02/1/223,20230218,2023-02-18 06:42:45-08:00,2023-02-19T01:48:23+00:00,39938,02/18/2023 23:00:00,2023-02-18 23:00:00-08:00,12.347,,88996.66,250.0,34.05,9.26,,9.0,35.371452,-101.387665,2023-02-18 23:00:00-08:00,0.0,0.0
454,1544,2022-10-12 02:00:00,12,2,-10.2475,-17.36,6.31,0.0,13059.77,61.0,13.8,-1.624009509,-2.75118859,7.1125,7.1125,-0.409706221,-25289.565,2022-10-12,02:00:00,2022,10,10/1/222,20221012,2022-10-12 07:04:08-07:00,2022-10-13T01:32:03+00:00,41275,10/12/2022 02:00:00,2022-10-12 02:00:00-07:00,,,88877.96,350.0,47.46,5.659,,14.0,35.371452,-101.387665,2022-10-12 02:00:00-07:00,0.0,0.0
455,1551,2023-03-01 06:00:00,1,6,-10.1075,27.91,2.51,0.0,11399.1,37.0,6.9,-4.02689243,11.11952191,-38.0175,-38.0175,-1.362146184,-38586.7475,2023-03-01,06:00:00,2023,3,03/0/223,20230301,2023-03-01 06:29:32-08:00,2023-03-02T01:58:27+00:00,41335,03/01/2023 06:00:00,2023-03-01 06:00:00-08:00,,,88610.88,80.0,37.77,4.63,,3.0,35.371452,-101.387665,2023-03-01 06:00:00-08:00,9.6,0.035
456,1552,2023-02-20 03:00:00,20,3,-10.105,-9.1,2.26,0.0,11061.3,52.0,25.3,-4.471238938,-4.026548673,-1.005,-1.005,0.11043956,-38902.4325,2023-02-20,03:00:00,2023,2,02/2/223,20230220,2023-02-20 06:40:29-08:00,2023-02-21T01:50:16+00:00,40187,02/20/2023 03:00:00,2023-02-20 03:00:00-08:00,,,88640.56,250.0,58.03,10.803,,12.0,35.371452,-101.387665,2023-02-20 03:00:00-08:00,0.0,0.0
457,1553,2023-02-22 07:00:00,22,7,-10.095,-9.12,2.1,0.0,13301.56,46.9,26.5,-4.807142857,-4.342857143,-0.975,-0.975,0.106907895,-38846.3725,2023-02-22,07:00:00,2023,2,02/2/223,20230222,2023-02-22 06:38:09-08:00,2023-02-23T01:52:08+00:00,40439,02/22/2023 07:00:00,2023-02-22 07:00:00-08:00,15.433,,87305.16,240.0,49.8,12.347,,10.0,35.371452,-101.387665,2023-02-22 07:00:00-08:00,207.5,0.257
458,1556,2023-02-22 13:00:00,22,13,-10.03,-11.21,2.1,0.0,14254.57,64.0,25.3,-4.776190476,-5.338095238,1.18,1.18,-0.105263158,-38847.2225,2023-02-22,13:00:00,2023,2,02/2/223,20230222,2023-02-22 06:38:09-08:00,2023-02-23T01:52:08+00:00,40439,02/22/2023 13:00:00,2023-02-22 13:00:00-08:00,15.948,,87334.84,240.0,18.06,11.318,,20.0,35.371452,-101.387665,2023-02-22 13:00:00-08:00,484.5,0.599
459,1572,2022-11-24 07:00:00,24,7,-9.96,-2.59,6.46,0.0,11843.28,39.9,29.9,-1.541795666,-0.400928793,-7.37,-7.37,2.845559846,-26328.2675,2022-11-24,07:00:00,2022,11,11/2/222,20221124,2022-11-24 06:43:41-08:00,2022-11-25T00:53:15+00:00,36574,11/24/2022 07:00:00,2022-11-24 07:00:00-08:00,18.006,,89204.39,20.0,69.64,14.404,,3.0,35.371452,-101.387665,2022-11-24 07:00:00-08:00,0.1,0.021
460,1582,2023-03-09 18:00:00,9,18,-9.84,39.29,2.5,0.0,14702.94,50.0,17.3,-3.936,15.716,-49.13,-49.13,-1.250445406,-38575.42,2023-03-09,18:00:00,2023,3,03/0/223,20230309,2023-03-09 06:19:00-08:00,2023-03-10T02:05:22+00:00,42382,03/09/2023 18:00:00,2023-03-09 18:00:00-08:00,,,89590.17,60.0,60.26,4.63,,4.0,35.371452,-101.387665,2023-03-09 18:00:00-08:00,0.0,0.0
461,1584,2022-12-10 13:00:00,10,13,-9.795,37.1,5.0,0.0,14069.24,52.0,16.1,-1.959,7.42,-46.895,-46.895,-1.264016173,-26300.8825,2022-12-10,13:00:00,2022,12,12/1/222,20221210,2022-12-10 06:57:26-08:00,2022-12-11T00:51:47+00:00,35661,12/10/2022 13:00:00,2022-12-10 13:00:00-08:00,,,89382.44,60.0,30.09,5.144,,12.0,35.371452,-101.387665,2022-12-10 13:00:00-08:00,322.6,0.447
462,1585,2023-02-22 09:00:00,22,9,-9.775,-11.1,2.1,0.0,13833.21,48.9,24.2,-4.654761905,-5.285714286,1.325,1.325,-0.119369369,-38853.635,2023-02-22,09:00:00,2023,2,02/2/223,20230222,2023-02-22 06:38:09-08:00,2023-02-23T01:52:08+00:00,40439,02/22/2023 09:00:00,2023-02-22 09:00:00-08:00,18.52,,87394.19,240.0,33.35,14.919,,15.0,35.371452,-101.387665,2023-02-22 09:00:00-08:00,529.1,0.64
463,1587,2022-11-09 18:00:00,9,18,-9.7625,4.25,3.9,0.0,17660.49,71.1,23.0,-2.503205128,1.08974359,-14.0125,-14.0125,-3.297058824,-24084.745,2022-11-09,18:00:00,2022,11,11/0/222,20221109,2022-11-09 06:29:15-08:00,2022-11-10T01:01:50+00:00,37955,11/09/2022 18:00:00,2022-11-09 18:00:00-08:00,16.462,,88610.88,170.0,68.41,13.89,,20.0,35.371452,-101.387665,2022-11-09 18:00:00-08:00,0.0,0.0
