Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $
1-15-2023 03:00,SUN,3.00,-$3.71,-$1.05,$3.44,$0.00,"6,413.72",50.0,18.4,-1.08,-0.31,-$2.66,-$2.66,253.33%,"-$31,739.31"
11-11-2022 10:00,FRI,10.00,-$3.69,$2.28,$4.63,$0.00,"6,610.73",39.9,21.9,-0.80,0.49,-$5.97,-$5.97,-261.62%,"-$17,959.72"
2-14-2023 10:00,TUE,10.00,-$3.68,-$0.07,$2.40,$0.00,"6,889.74",46.9,34.5,-1.53,-0.03,-$3.61,-$3.61,5160.71%,"-$34,474.51"
11-3-2022 23:00,THU,23.00,-$3.68,$0.81,$4.51,$0.00,"6,530.26",66.0,21.9,-0.82,0.18,-$4.49,-$4.49,-554.32%,"-$17,715.75"
1-18-2023 13:00,WED,13.00,-$3.67,-$0.67,$3.42,$0.00,"6,467.17",54.0,34.5,-1.07,-0.20,-$3.00,-$3.00,448.13%,"-$31,842.38"
1-15-2023 02:00,SUN,2.00,-$3.67,-$0.52,$3.44,$0.00,"6,437.27",48.0,13.8,-1.07,-0.15,-$3.15,-$3.15,605.29%,"-$31,736.65"
12-27-2022 16:00,TUE,16.00,-$3.66,$1.04,$6.56,$0.00,"6,396.74",64.0,19.6,-0.56,0.16,-$4.70,-$4.70,-451.92%,"-$27,309.74"
12-25-2022 16:00,SUN,16.00,-$3.66,$34.25,$6.56,$0.00,"5,926.23",55.0,10.4,-0.56,5.22,-$37.91,-$37.91,-110.67%,"-$26,616.14"
4-20-2022 10:00,WED,10.00,-$3.65,$2.36,$7.39,$0.00,"5,732.19",66.9,12.7,-0.49,0.32,-$6.01,-$6.01,-254.45%,-$998.32
1-15-2023 01:00,SUN,1.00,-$3.63,$0.49,$3.44,$0.00,"6,458.96",48.9,13.8,-1.06,0.14,-$4.12,-$4.12,-840.82%,"-$31,733.50"
2-18-2023 21:00,SAT,21.00,-$3.62,$2.50,$2.26,$0.00,"7,292.31",48.0,21.9,-1.60,1.11,-$6.12,-$6.12,-244.90%,"-$35,093.31"
3-5-2023 10:00,SUN,10.00,-$3.62,-$1.52,$2.67,$0.00,"6,791.96",63.0,17.3,-1.36,-0.57,-$2.10,-$2.10,138.16%,"-$34,966.50"
2-4-2023 16:00,SAT,16.00,-$3.62,$8.41,$2.40,$0.00,"6,364.89",66.0,16.1,-1.51,3.50,-$12.03,-$12.03,-142.98%,"-$33,926.87"
11-3-2022 22:00,THU,22.00,-$3.61,$1.31,$4.51,$0.00,"6,676.03",66.0,17.3,-0.80,0.29,-$4.92,-$4.92,-375.19%,"-$17,711.26"
3-16-2023 17:00,THU,17.00,-$3.59,-$4.47,$2.44,$0.00,"6,932.25",45.0,33.4,-1.47,-1.83,$0.88,$0.88,-19.74%,"-$35,648.04"
10-22-2022 05:00,SAT,5.00,-$3.59,-$1.89,$4.43,$0.00,"6,256.75",63.0,13.8,-0.81,-0.43,-$1.70,-$1.70,89.68%,"-$16,528.67"
3-22-2022 17:00,TUE,17.00,-$3.58,$1.75,$4.78,$0.00,"5,830.55",53.1,28.8,-0.75,0.37,-$5.33,-$5.33,-304.29%,-$414.86
1-18-2023 14:00,WED,14.00,-$3.58,$0.46,$3.42,$0.00,"6,475.80",55.0,27.6,-1.05,0.13,-$4.04,-$4.04,-877.17%,"-$31,846.41"
1-14-2023 12:00,SAT,12.00,-$3.57,$1.48,$3.44,$0.00,"6,659.25",55.9,12.7,-1.04,0.43,-$5.05,-$5.05,-341.22%,"-$31,652.33"
3-11-2023 07:00,SAT,7.00,-$3.56,$4.11,$2.38,$0.00,"6,732.68",51.1,10.4,-1.50,1.73,-$7.67,-$7.67,-186.62%,"-$34,853.61"
1-14-2023 20:00,SAT,20.00,-$3.55,$2.65,$3.44,$0.00,"6,619.18",59.0,17.3,-1.03,0.77,-$6.20,-$6.20,-234.06%,"-$31,707.95"
1-12-2023 04:00,THU,4.00,-$3.54,$2.77,$3.35,$0.00,"6,309.57",35.1,17.3,-1.06,0.83,-$6.31,-$6.31,-227.71%,"-$29,545.59"
1-18-2023 17:00,WED,17.00,-$3.53,$1.15,$3.42,$0.00,"6,392.35",54.0,27.6,-1.03,0.34,-$4.68,-$4.68,-407.17%,"-$31,858.06"
