Date/Time,Day,Hour,RT Price $/MW,DA Price $/MW,Gas Price $/mmBtu,Gas Basis $/mmBtu,Load ,Temperature °F,Wind Speed MPH,RT Heat Rate ,DA Heat Rate ,Return $,Return $/MW,Return %,Cum. Return $
11-25-2022 07:00,FRI,7.00,$3.51,$40.50,$6.46,$0.00,"8,933.01",55.9,15.0,0.54,6.27,-$37.00,-$37.00,-91.35%,"-$11,797.38"
12-28-2022 00:00,TUE,24.00,$3.54,$19.40,$6.56,$1.66,"11,905.86",43.0,10.4,0.54,2.96,-$15.87,-$15.87,-81.78%,"-$19,943.43"
3-15-2023 14:00,WED,14.00,$3.56,$8.97,$2.63,$0.00,"11,089.08",69.1,16.1,1.35,3.41,-$5.41,-$5.41,-60.28%,"-$23,811.76"
2-23-2023 10:00,THU,10.00,$3.61,$16.43,$2.08,$0.00,"11,328.22",73.0,18.4,1.73,7.90,-$12.83,-$12.83,-78.06%,"-$24,236.92"
2-4-2023 12:00,SAT,12.00,$3.61,$14.79,$2.40,$0.00,"11,479.64",57.0,11.5,1.51,6.16,-$11.18,-$11.18,-75.57%,"-$22,855.55"
3-5-2023 10:00,SUN,10.00,$3.61,$11.74,$2.67,$0.00,"9,848.60",60.1,6.9,1.35,4.40,-$8.13,-$8.13,-69.23%,"-$23,596.81"
2-14-2023 06:00,TUE,6.00,$3.68,$3.51,$2.40,$0.00,"9,521.57",63.0,15.0,1.53,1.46,$0.17,$0.17,4.70%,"-$23,567.83"
3-5-2023 09:00,SUN,9.00,$3.71,$10.85,$2.67,$0.00,"9,418.26",57.9,5.8,1.39,4.06,-$7.14,-$7.14,-65.81%,"-$23,588.68"
2-6-2023 13:00,MON,13.00,$3.82,$6.91,$2.40,$0.00,"10,786.40",72.0,20.7,1.59,2.88,-$3.09,-$3.09,-44.72%,"-$23,392.43"
1-23-2023 15:00,MON,15.00,$3.83,$10.79,$3.13,$0.00,"11,517.61",57.0,6.9,1.22,3.45,-$6.96,-$6.96,-64.50%,"-$21,966.16"
3-6-2023 02:00,MON,2.00,$3.88,$7.92,$2.67,$0.00,"9,178.98",60.1,3.5,1.45,2.97,-$4.04,-$4.04,-51.04%,"-$23,645.74"
11-5-2022 14:00,SAT,14.00,$3.94,$15.74,$3.94,$0.00,"10,758.46",66.9,6.9,1.00,3.99,-$11.80,-$11.80,-74.98%,"-$10,821.76"
2-16-2023 05:00,THU,5.00,$3.95,$12.68,$2.44,$0.00,"8,932.92",55.9,15.0,1.62,5.20,-$8.74,-$8.74,-68.89%,"-$23,581.75"
12-31-2022 02:00,SAT,2.00,$3.99,$16.04,$3.70,$0.00,"9,489.87",41.0,4.6,1.08,4.34,-$12.05,-$12.05,-75.12%,"-$20,350.76"
10-26-2022 14:00,WED,14.00,$4.02,$26.76,$5.20,$0.00,"10,745.85",73.9,6.9,0.77,5.15,-$22.75,-$22.75,-85.00%,"-$9,775.59"
2-12-2023 16:00,SUN,16.00,$4.02,$12.11,$2.37,$0.00,"10,662.38",63.0,13.8,1.70,5.11,-$8.09,-$8.09,-66.78%,"-$23,525.33"
2-10-2023 11:00,FRI,11.00,$4.03,$15.64,$2.40,$0.00,"12,375.97",48.9,16.1,1.68,6.52,-$11.62,-$11.62,-74.26%,"-$23,186.62"
3-18-2022 12:00,FRI,12.00,$4.06,$18.49,$4.80,$0.00,"10,284.87",61.0,8.1,0.85,3.85,-$14.43,-$14.43,-78.06%,$14.84
3-27-2022 06:00,SUN,6.00,$4.06,$11.15,$5.49,$0.00,"8,039.30",57.0,11.5,0.74,2.03,-$7.09,-$7.09,-63.61%,-$793.53
1-14-2023 15:00,SAT,15.00,$4.08,$8.11,$3.44,$0.00,"10,026.18",64.0,15.0,1.19,2.36,-$4.03,-$4.03,-49.69%,"-$21,881.39"
2-23-2023 02:00,THU,2.00,$4.21,$9.06,$2.08,$0.00,"9,848.11",53.1,0.0,2.02,4.36,-$4.86,-$4.86,-53.59%,"-$24,163.53"
1-1-2023 07:00,SUN,7.00,$4.29,$13.73,$3.55,$0.00,"8,926.68",57.0,5.8,1.21,3.87,-$9.44,-$9.44,-68.77%,"-$20,642.13"
12-29-2022 05:00,THU,5.00,$4.30,$11.31,$4.12,$0.00,"8,848.85",64.9,9.2,1.04,2.75,-$7.02,-$7.02,-62.02%,"-$20,227.07"
3-5-2023 11:00,SUN,11.00,$4.32,$10.44,$2.67,$0.00,"10,159.32",66.0,6.9,1.62,3.91,-$6.12,-$6.12,-58.64%,"-$23,602.93"
2-6-2023 10:00,MON,10.00,$4.34,$13.03,$2.40,$0.00,"10,885.50",63.0,11.5,1.81,5.43,-$8.69,-$8.69,-66.69%,"-$23,388.82"
3-27-2022 04:00,SUN,4.00,$4.39,$5.69,$5.49,$0.00,"8,118.01",52.0,8.1,0.80,1.04,-$1.31,-$1.31,-22.93%,-$780.92
12-22-2022 12:00,THU,12.00,$4.40,$31.97,$6.14,$0.00,"12,146.14",59.0,15.0,0.72,5.21,-$27.57,-$27.57,-86.23%,"-$12,503.05"
11-25-2022 02:00,FRI,2.00,$4.41,$30.42,$6.46,$0.00,"8,562.86",61.0,8.1,0.68,4.71,-$26.01,-$26.01,-85.49%,"-$11,652.80"
11-6-2022 07:00,SUN,7.00,$4.44,$10.83,$3.94,$0.00,"8,909.76",55.0,0.0,1.13,2.75,-$6.39,-$6.39,-58.98%,"-$10,917.46"
3-20-2022 14:00,SUN,14.00,$4.45,$7.50,$4.87,$0.00,"9,547.23",75.0,13.8,0.91,1.54,-$3.05,-$3.05,-40.67%,-$33.37
1-1-2023 22:00,SUN,22.00,$4.46,$16.65,$3.55,$0.00,"10,954.52",66.9,11.5,1.26,4.69,-$12.19,-$12.19,-73.21%,"-$20,615.12"
10-20-2022 00:00,WED,24.00,$4.59,$40.37,$6.00,$0.50,"9,279.77",46.9,0.0,0.76,6.73,-$35.78,-$35.78,-88.64%,"-$8,810.06"
3-24-2022 14:00,THU,14.00,$4.60,$17.78,$5.26,$0.00,"10,012.68",68.0,18.4,0.87,3.38,-$13.18,-$13.18,-74.13%,-$710.39
10-25-2022 04:00,TUE,4.00,$4.62,$19.53,$4.81,$0.00,"8,876.31",60.1,4.6,0.96,4.06,-$14.91,-$14.91,-76.36%,"-$9,333.08"
1-2-2023 08:00,MON,8.00,$4.62,$15.85,$3.55,$0.00,"10,025.60",70.0,9.2,1.30,4.46,-$11.23,-$11.23,-70.87%,"-$20,804.30"
2-20-2023 04:00,MON,4.00,$4.63,$5.34,$2.26,$0.00,"8,858.23",55.9,0.0,2.05,2.36,-$0.71,-$0.71,-13.30%,"-$23,968.75"
3-23-2022 18:00,WED,18.00,$4.64,$25.61,$5.01,$0.00,"10,338.35",66.9,9.2,0.93,5.11,-$20.97,-$20.97,-81.88%,-$440.02
2-12-2023 17:00,SUN,17.00,$4.64,$13.89,$2.37,$0.00,"10,736.98",62.1,12.7,1.96,5.86,-$9.25,-$9.25,-66.58%,"-$23,534.58"
3-5-2023 06:00,SUN,6.00,$4.77,$8.73,$2.67,$0.00,"8,580.66",55.0,0.0,1.79,3.27,-$3.96,-$3.96,-45.39%,"-$23,568.79"
1-15-2023 05:00,SUN,5.00,$4.80,$4.38,$3.44,$0.00,"9,896.01",34.0,0.0,1.39,1.27,$0.42,$0.42,9.47%,"-$21,898.75"
1-8-2023 23:00,SUN,23.00,$4.84,$21.16,$3.42,$0.00,"10,330.97",42.1,0.0,1.41,6.19,-$16.33,-$16.33,-77.15%,"-$20,986.77"
1-4-2023 16:00,WED,16.00,$4.89,$18.97,$3.65,$0.00,"11,050.05",73.0,9.2,1.34,5.20,-$14.09,-$14.09,-74.25%,"-$20,609.42"
3-15-2023 13:00,WED,13.00,$4.91,$8.98,$2.63,$0.00,"10,943.52",66.9,9.2,1.87,3.41,-$4.07,-$4.07,-45.35%,"-$23,806.35"
2-10-2023 18:00,FRI,18.00,$4.95,$23.62,$2.40,$0.00,"11,614.41",50.0,13.8,2.06,9.84,-$18.67,-$18.67,-79.04%,"-$23,290.07"
2-16-2023 00:00,WED,24.00,$4.98,$12.25,$2.43,-$0.01,"10,595.00",71.1,13.8,2.05,5.04,-$7.27,-$7.27,-59.35%,"-$23,527.81"
1-12-2023 05:00,THU,5.00,$5.00,$11.10,$3.35,$0.00,"8,942.00",61.0,11.5,1.49,3.31,-$6.10,-$6.10,-54.93%,"-$21,404.54"
12-29-2022 06:00,THU,6.00,$5.02,$16.88,$4.12,$0.00,"9,128.07",64.0,6.9,1.22,4.10,-$11.86,-$11.86,-70.28%,"-$20,238.93"
12-13-2022 03:00,TUE,3.00,$5.04,$19.25,$6.72,$0.00,"9,540.48",70.0,16.1,0.75,2.86,-$14.21,-$14.21,-73.83%,"-$11,188.93"
11-5-2022 15:00,SAT,15.00,$5.13,$15.16,$3.94,$0.00,"11,123.26",69.1,6.9,1.30,3.85,-$10.03,-$10.03,-66.18%,"-$10,831.79"
10-20-2022 06:00,THU,6.00,$5.13,$36.93,$5.50,$0.00,"8,821.55",44.1,0.0,0.93,6.71,-$31.80,-$31.80,-86.11%,"-$8,981.30"
11-6-2022 03:00,SUN,3.00,$5.16,$7.01,$3.94,$0.00,"8,673.82",48.0,0.0,1.31,1.78,-$1.85,-$1.85,-26.43%,"-$10,910.47"
